word,phonetic_symbol
free,
free,
free,
good,
good,
good,
good,
hard,
hard,
hard,
hard,
light,
light,
light,
light,
right,
right,
right,
right,
hi,
ability,
accident,
accident,
account,
account,
account,
account,
account,
addition,
addition,
adult,
advantage,
adventure,
advertisement,
advice,
affair,
affair,
affair,
agency,
agency,
agent,
agent,
agent,
air,
air,
air,
air,
aisle,
alarm,
alarm,
alarm,
ambition,
ancestor,
ancestor,
anniversary,
apartment,
appearance,
appearance,
appointment,
appointment,
architecture,
architecture,
area,
area,
area,
argument,
argument,
association,
association,
association,
athlete,
atom,
attention,
attitude,
audience,
audience,
author,
background,
background,
bargain,
bargain,
base,
base,
base,
basket,
batch,
battery,
battery,
beauty,
beer,
behavior,
belt,
bench,
bench,
bill,
bill,
bill,
bit,
bit,
blood,
bonus,
boss,
brake,
branch,
branch,
brand,
budget,
bug,
bug,
businessman,
cab,
cafeteria,
calendar,
campus,
captain,
captain,
cash,
castle,
cent,
center,
center,
century,
chain,
chain,
chairman,
challenge,
championship,
chance,
chance,
chance,
chapter,
chart,
chart,
cheek,
chef,
cheque,
chess,
chest,
chest,
childhood,
choice,
cigarette,
citizen,
cleaner,
cleaner,
clerk,
clue,
coast,
coin,
column,
column,
commitment,
committee,
communication,
communication,
company,
company,
company,
competition,
complaint,
composer,
concern,
concern,
concern,
condition,
condition,
consequence,
container,
context,
continent,
convenience,
cost,
cost,
country,
country,
countryside,
couple,
couple,
court,
court,
court,
creativity,
creature,
credit,
credit,
credit,
credit,
crime,
crowd,
cruise,
custom,
custom,
customer,
danger,
death,
debate,
degree,
degree,
degree,
dentist,
description,
desert,
dessert,
detail,
diamond,
diamond,
diamond,
diary,
difficulty,
direction,
direction,
direction,
director,
director,
disadvantage,
discussion,
dislike,
doubt,
drawer,
drill,
drill,
drug,
drug,
dust,
earth,
earth,
earthquake,
east,
editor,
education,
effect,
effect,
effect,
effort,
elevator,
emergency,
entertainment,
entrance,
entrance,
envelope,
episode,
episode,
error,
essay,
euro,
evidence,
exam,
exercise,
exercise,
exercise,
exhibition,
experience,
experience,
expert,
explanation,
expression,
expression,
expression,
fact,
fare,
fashion,
fashion,
fault,
fault,
fault,
favor,
fear,
feature,
feature,
feature,
feature,
fee,
fence,
fiction,
fighter,
film,
film,
film,
flight,
flight,
flight,
float,
flood,
folder,
fool,
forest,
fortune,
fortune,
frame,
frame,
freedom,
friendship,
furniture,
gallery,
garage,
gas,
gas,
gate,
gender,
generation,
generation,
globe,
glove,
gold,
golf,
government,
gram,
green,
gun,
happiness,
harvest,
hero,
highway,
hike,
honor,
horror,
host,
host,
host,
host,
image,
image,
image,
imagination,
impact,
impact,
importance,
inch,
independence,
insect,
instrument,
instrument,
intelligence,
intelligence,
invention,
issue,
issue,
issue,
jam,
jam,
journey,
joy,
junk,
killer,
kilometer,
knowledge,
lake,
lamp,
landscape,
lane,
law,
law,
lawyer,
leather,
left,
leisure,
liberty,
lifestyle,
lip,
liter,
load,
load,
lot,
lot,
lot,
lover,
lover,
lunchtime,
magic,
magic,
maker,
mall,
manager,
manner,
manner,
manner,
market,
market,
material,
material,
material,
member,
menu,
menu,
metal,
meter,
meter,
method,
middle,
midnight,
mirror,
mirror,
mistake,
model,
model,
model,
model,
mood,
menu,
menu,
metal,
meter,
meter,
method,
middle,
midnight,
mirror,
mirror,
mistake,
model,
model,
model,
model,
mood,
mosque,
murder,
museum,
mystery,
mystery,
nation,
nation,
nature,
nature,
noon,
north,
noun,
novel,
occupation,
occupation,
oil,
oil,
opinion,
opportunity,
oven,
painter,
painter,
pan,
panic,
part,
part,
part,
passage,
passage,
passage,
passenger,
path,
path,
performance,
performance,
performance,
permission,
personality,
personality,
petrol,
photograph,
photographer,
photography,
pile,
pill,
pilot,
planet,
plant,
plant,
plate,
plate,
police,
policeman,
population,
population,
portrait,
position,
position,
position,
power,
power,
power,
power,
prediction,
pressure,
pressure,
pride,
printer,
printer,
pro,
pro,
product,
production,
psychologist,
purpose,
quality,
quality,
quiz,
range,
range,
range,
rate,
rate,
rate,
ray,
receipt,
receipt,
receptionist,
refrigerator,
reply,
report,
report,
report,
response,
rhythm,
ring,
ring,
ring,
ring,
road,
rock,
rock,
roof,
root,
root,
rope,
rumor,
sake,
salt,
scale,
scale,
scale,
scale,
scene,
scene,
screen,
screen,
script,
script,
secretary,
secretary,
seed,
semester,
shade,
shade,
shade,
shadow,
shape,
share,
share,
shell,
shell,
shock,
shore,
short,
short,
silence,
silver,
semester,
shade,
shade,
shade,
shadow,
shape,
shape,
share,
share,
shell,
shell,
shock,
shore,
short,
short,
silence,
silver,
situation,
ski,
slave,
slice,
snack,
soap,
society,
society,
software,
soldier,
solution,
solution,
sound,
sound,
source,
south,
space,
space,
speaker,
speaker,
speed,
square,
square,
square,
stadium,
staff,
staff,
stair,
stamp,
stamp,
state,
state,
state,
statement,
statement,
statue,
step,
step,
step,
stomach,
storm,
stranger,
strategy,
strength,
string,
string,
string,
structure,
structure,
stuff,
style,
success,
suitcase,
summary,
sweater,
symbol,
symbol,
system,
system,
talent,
target,
target,
task,
tear,
tear,
teenager,
temperature,
text,
text,
textbook,
timetable,
tip,
tip,
tip,
title,
title,
tone,
tone,
tone,
tour,
tourist,
tradition,
traffic,
trap,
traveler,
trouble,
truth,
tune,
uniform,
unit,
unit,
university,
valley,
verb,
view,
view,
village,
visitor,
vocabulary,
voice,
wallet,
wealth,
web,
web,
website,
weekday,
weight,
west,
wine,
winner,
wisdom,
wood,
wood,
youth,
zone,
set,
set,
set,
abroad,
across,
actually,
after,
ahead,
all,
alright,
alright,
anymore,
anyway,
anyway,
anywhere,
apart,
apparently,
around,
around,
automatically,
badly,
badly,
basically,
certainly,
certainly,
clearly,
correctly,
daily,
deeply,
differently,
downstairs,
downtown,
easily,
elsewhere,
especially,
even,
ever,
exactly,
exactly,
extremely,
fairly,
fairly,
finally,
finally,
forever,
forward,
fully,
gradually,
greatly,
hardly,
heavily,
importantly,
indeed,
indeed,
instead,
mainly,
mostly,
nearly,
nowadays,
overseas,
partly,
perfectly,
perhaps,
physically,
possibly,
possibly,
probably,
quietly,
quite,
quite,
rather,
rather,
recently,
regularly,
roughly,
roughly,
sadly,
sadly,
seriously,
seriously,
simply,
simply,
slowly,
somewhere,
still,
still,
still,
strongly,
successfully,
therefore,
truly,
twice,
unfortunately,
upstairs,
weekly,
widely,
worldwide,
accept,
accept,
achieve,
adjust,
admire,
admit,
admit,
advise,
allow,
annoy,
apologize,
appear,
appear,
apply,
apply,
apply,
appreciate,
appreciate,
argue,
attack,
avoid,
bake,
belong,
bend,
blame,
bother,
bury,
call,
call,
call,
cause,
chat,
check,
check,
cheer,
claim,
claim,
click,
climb,
climb,
clone,
communicate,
compare,
compare,
complain,
concentrate,
concentrate,
confuse,
confuse,
consider,
consider,
consist,
consist,
contact,
continue,
copy,
copy,
count,
count,
create,
criticize,
cross,
cry,
cry,
decide,
depend,
destroy,
develop,
develop,
die,
disagree,
disappear,
discover,
disturb,
divide,
download,
drive,
drive,
earn,
earn,
encourage,
encourage,
enter,
enter,
establish,
establish,
establish,
exist,
expect,
expect,
explain,
explore,
fail,
fail,
figure,
figure,
follow,
follow,
follow,
forbid,
freeze,
freeze,
freeze,
frighten,
gather,
graduate,
harm,
hate,
hit,
hit,
hit,
hold,
hold,
hold,
hold,
hurry,
impress,
improve,
include,
increase,
indicate,
injure,
invade,
invent,
invite,
lend,
lie,
lie,
lose,
lose,
manage,
manage,
mark,
mark,
mark,
marry,
mix,
move,
move,
move,
need,
offer,
operate,
operate,
operate,
oppose,
order,
order,
organize,
lend,
lie,
lie,
lose,
lose,
manage,
manage,
mark,
mark,
mark,
marry,
mix,
move,
move,
move,
need,
offer,
operate,
operate,
operate,
oppose,
order,
order,
organize,
pack,
park,
pass,
pass,
pass,
perform,
perform,
point,
post,
post,
post,
pour,
predict,
prefer,
prepare,
pretend,
prevent,
print,
produce,
pronounce,
provide,
publish,
pull,
pursue,
quit,
raise,
raise,
raise,
raise,
reach,
reach,
realize,
realize,
receive,
recycle,
refer,
refer,
refer,
reflect,
reflect,
regret,
relax,
remain,
remind,
rent,
repair,
replace,
represent,
represent,
retire,
return,
return,
reveal,
ruin,
satisfy,
seek,
seem,
send,
serve,
serve,
serve,
shine,
shoot,
shoot,
shoot,
shut,
smoke,
spell,
spill,
stand,
stand,
steal,
succeed,
succeed,
suggest,
suggest,
suit,
survive,
throw,
trust,
try,
try,
understand,
wander,
weigh,
weigh,
wish,
worry,
herself,
himself,
itself,
most,
myself,
nobody,
ourselves,
somebody,
themselves,
against,
against,
against,
along,
among,
down,
during,
except,
plus,
since,
upon,
without,
although,
while,
while,
might,
might,
shall,
shall,
several,
whatever,
acceptable,
additional,
alive,
ancient,
anxious,
anxious,
appropriate,
artificial,
attractive,
audio,
automatic,
average,
awful,
back,
basic,
brave,
brilliant,
brilliant,
brilliant,
certain,
certain,
cheap,
cheap,
colorful,
comfortable,
common,
common,
confident,
convenient,
crazy,
creative,
dangerous,
dead,
fit,
fit,
fresh,
fresh,
further,
gentle,
golden,
grateful,
helpful,
ill,
illegal,
impossible,
indoor,
inexpensive,
inner,
instant,
intelligent,
international,
junior,
likely,
local,
logical,
loose,
low,
mad,
mad,
major,
medical,
mobile,
modern,
national,
natural,
natural,
necessary,
negative,
nervous,
noisy,
normal,
official,
online,
opposite,
original,
original,
peaceful,
perfect,
physical,
physical,
pleasant,
polite,
political,
popular,
possible,
powerful,
precise,
principal,
private,
professional,
progressive,
proper,
quick,
raw,
recent,
regular,
regular,
remote,
romantic,
royal,
safe,
scientific,
senior,
significant,
significant,
similar,
simple,
single,
single,
singular,
singular,
slim,
slim,
smooth,
smooth,
soft,
soft,
specific,
straight,
sudden,
suitable,
traditional,
uncertain,
unfair,
unhappy,
unlike,
unnecessary,
unusual,
upset,
useful,
usual,
violent,
weak,
wet,
whole,
wide,
wild,
wild,
windy,
wise,
wooden,
clear,
clear,
clear,
clear,
absence,
absence,
accent,
accent,
accent,
acceptance,
acceptance,
access,
access,
accessory,
accessory,
accountant,
accuracy,
achievement,
achievement,
actress,
ad,
administration,
administration,
admission,
admission,
admission,
adviser,
advisor,
agenda,
agenda,
agreement,
agreement,
agriculture,
aim,
aim,
airline,
alcohol,
alcohol,
allowance,
allowance,
allowance,
alternative,
amount,
analysis,
angle,
angle,
announcement,
anxiety,
anxiety,
apology,
appetite,
appetite,
applause,
application,
application,
application,
appreciation,
appreciation,
appreciation,
approval,
architect,
architect,
army,
army,
army,
arrangement,
arrangement,
arrangement,
arrangement,
arrival,
arrow,
arrow,
artist,
aspect,
assignment,
assignment,
assistance,
assistant,
atmosphere,
atmosphere,
attachment,
attachment,
attachment,
attraction,
attraction,
attraction,
authority,
authority,
authority,
awareness,
baggage,
barrel,
barrel,
basin,
basin,
basis,
battle,
behalf,
belief,
benefit,
benefit,
bin,
biography,
biology,
blog,
bomb,
boom,
boom,
boot,
border,
breakthrough,
breast,
breath,
brick,
bubble,
bubble,
builder,
bull,
bullet,
bulletin,
bunch,
buyer,
cabin,
cabin,
calculation,
calculator,
caller,
caller,
cancer,
capacity,
capacity,
career,
carpet,
category,
cattle,
caution,
celebrity,
cell,
cell,
cell,
ceremony,
certainty,
champion,
champion,
channel,
channel,
channel,
chaos,
charity,
charm,
chat,
chemical,
chemistry,
chemistry,
citizenship,
civilization,
click,
click,
climate,
climate,
clinic,
clip,
clip,
coal,
collar,
combination,
comedy,
comfort,
comma,
comment,
comparison,
competitor,
complement,
complement,
composition,
composition,
compound,
compound,
compound,
compromise,
concentration,
concentration,
concept,
conclusion,
confidence,
confidence,
confirmation,
confusion,
connection,
connection,
conservation,
consideration,
consideration,
consonant,
constitution,
constitution,
constitution,
construction,
consumer,
consumption,
content,
content,
contribution,
contribution,
copyright,
correction,
cotton,
council,
county,
craft,
craft,
crisis,
critic,
crop,
cure,
currency,
currency,
curriculum,
curtain,
curve,
cycle,
cycle,
damage,
damage,
darkness,
deadline,
dealer,
debt,
decision,
declaration,
deed,
deed,
defense,
defense,
deficiency,
definition,
definition,
delight,
delivery,
delivery,
delivery,
democracy,
demonstration,
demonstration,
department,
departure,
departure,
deposit,
deposit,
deposit,
depression,
depression,
depression,
depth,
depth,
designer,
destination,
destruction,
determination,
determination,
development,
development,
development,
device,
device,
diagram,
dial,
dialog,
diameter,
diligence,
dioxide,
disability,
disagreement,
disaster,
discount,
discovery,
discrimination,
discrimination,
disease,
disk,
distance,
distinction,
distinction,
distribution,
distribution,
district,
disturbance,
document,
dot,
dozen,
duty,
duty,
ecology,
economy,
economy,
edge,
edge,
edition,
efficiency,
election,
electricity,
electron,
element,
element,
emotion,
emperor,
emphasis,
empire,
empire,
employment,
encyclopedia,
enemy,
engine,
enthusiasm,
entry,
entry,
entry,
equality,
equipment,
era,
essence,
establishment,
establishment,
establishment,
examination,
examination,
examination,
excellence,
excess,
excitement,
existence,
exit,
exit,
expense,
experiment,
exploration,
explosion,
explosion,
extent,
facility,
facility,
failure,
failure,
failure,
fall,
fall,
fall,
fax,
fellow,
ferry,
filter,
finger,
firefighter,
fitness,
flavor,
flu,
fold,
foot,
foot,
foot,
forecast,
format,
formula,
formula,
foundation,
foundation,
foundation,
fountain,
fragment,
frequency,
frequency,
frustration,
fuel,
function,
function,
function,
fund,
fund,
gallon,
gap,
gap,
garment,
gene,
genetics,
gentleman,
geography,
gesture,
glance,
goods,
governor,
graduation,
graph,
graphics,
grave,
greenhouse,
growth,
growth,
guidance,
gym,
habitat,
harbor,
hazard,
headline,
height,
hip,
historian,
horizon,
household,
human,
humor,
hunger,
identity,
identity,
illness,
immigration,
impression,
impression,
improvement,
incident,
income,
industry,
industry,
industry,
infection,
ingredient,
injury,
ink,
inquiry,
insight,
inspection,
instance,
institute,
instruction,
instruction,
instructor,
insurance,
intention,
interaction,
interval,
interval,
introduction,
introduction,
invasion,
investigation,
invitation,
iron,
iron,
isolation,
jail,
jazz,
journal,
journal,
journalist,
judgment,
judgment,
justice,
justice,
keyboard,
lab,
laboratory,
ladder,
land,
land,
landlord,
laughter,
layer,
leadership,
league,
league,
lecture,
length,
librarian,
limit,
limitation,
liquid,
literature,
literature,
liver,
location,
log,
log,
logic,
logo,
loss,
loss,
loss,
loyalty,
luggage,
lung,
luxury,
luxury,
maintenance,
maintenance,
majority,
majority,
management,
management,
marble,
marble,
marriage,
mathematics,
maximum,
mayor,
measurement,
measurement,
mechanic,
medium,
medium,
membership,
merchant,
mess,
mess,
mile,
mineral,
minimum,
minority,
minority,
mission,
mission,
mission,
molecule,
monitor,
monitor,
merchant,
mess,
mess,
mile,
mineral,
minimum,
minority,
minority,
mission,
mission,
mission,
molecule,
monitor,
monitor,
motivation,
motivation,
motive,
motor,
motorcycle,
movement,
movement,
movement,
muscle,
muscle,
myth,
myth,
nail,
nail,
nap,
nationalist,
negotiation,
neighborhood,
net,
net,
net,
network,
network,
network,
newcomer,
notion,
nucleus,
nucleus,
nutrient,
objection,
objective,
observation,
observation,
obstacle,
occasion,
occasion,
ocean,
operation,
operation,
operation,
operation,
opposition,
opposition,
option,
option,
organ,
organ,
organ,
organism,
organization,
organization,
origin,
oxygen,
pace,
pace,
package,
package,
pain,
pain,
parcel,
parcel,
participant,
passion,
passport,
password,
patience,
pattern,
pattern,
percent,
performer,
pharmacy,
phenomenon,
philosopher,
philosophy,
philosophy,
photocopy,
phrase,
physics,
pipe,
pipe,
pit,
pit,
pit,
plastic,
platform,
platform,
platform,
plug,
poet,
poetry,
poison,
pole,
pole,
policy,
policy,
politician,
politics,
port,
port,
possession,
possession,
possibility,
postcard,
pot,
pound,
pound,
poverty,
powder,
praise,
preference,
prejudice,
preparation,
prescription,
presence,
presentation,
presentation,
president,
president,
principle,
principle,
prison,
prisoner,
privacy,
prize,
probability,
producer,
profession,
professor,
promotion,
promotion,
proof,
property,
property,
property,
proportion,
proportion,
proposal,
proposal,
prosperity,
protection,
pub,
publisher,
pump,
punishment,
pupil,
pupil,
purse,
puzzle,
quantity,
questionnaire,
queue,
race,
race,
radiation,
rage,
rail,
rail,
railway,
rainfall,
ration,
reality,
reception,
reception,
reception,
record,
record,
record,
recovery,
reduction,
reflection,
reflection,
refund,
refusal,
region,
registration,
regulation,
relation,
relationship,
relative,
religion,
remainder,
remedy,
representative,
republic,
reputation,
requirement,
researcher,
reservation,
reservation,
resort,
resort,
resource,
resource,
responsibility,
rest,
rest,
revision,
robot,
routine,
safeguard,
safety,
sand,
satellite,
satisfaction,
scholar,
scholarship,
scholarship,
scope,
scratch,
sculpture,
season,
season,
security,
security,
security,
security,
selection,
sensation,
sensation,
separation,
sequence,
series,
server,
server,
session,
session,
settlement,
settlement,
sex,
sheet,
sheet,
shelter,
shopper,
shortage,
sidewalk,
signal,
signature,
significance,
similarity,
sensation,
sensation,
separation,
sequence,
series,
server,
server,
session,
session,
settlement,
settlement,
sex,
sheet,
sheet,
shelter,
shopper,
shortage,
sidewalk,
signal,
signature,
significance,
similarity,
skin,
slavery,
sleeve,
slogan,
slope,
slot,
sort,
soul,
specialist,
sphere,
sphere,
spirit,
spirit,
spirit,
stall,
stall,
status,
steam,
steel,
storage,
strain,
strain,
stream,
stream,
stripe,
studio,
substitute,
suicide,
summit,
summit,
supporter,
surgeon,
surgery,
surgery,
survival,
suspicion,
sword,
sympathy,
sympathy,
symptom,
syndrome,
tale,
tank,
tank,
taste,
taste,
tax,
technique,
tendency,
tension,
tension,
tent,
term,
term,
term,
term,
terminal,
terminal,
terror,
terrorism,
terrorist,
theft,
theory,
threat,
thumb,
tick,
tick,
tick,
tide,
tissue,
tissue,
tobacco,
tongue,
tongue,
total,
tourism,
tournament,
trail,
trail,
transformation,
transportation,
trash,
treatment,
treatment,
trend,
trigger,
trim,
triumph,
twin,
twist,
twist,
uncertainty,
unemployment,
union,
union,
universe,
usage,
vacancy,
vacancy,
van,
variety,
vegetarian,
vehicle,
vein,
vessel,
vessel,
vessel,
victim,
victory,
violence,
virus,
virus,
visa,
vision,
vision,
volume,
volume,
volume,
vowel,
warranty,
weakness,
weapon,
whisper,
wildlife,
willingness,
wing,
wing,
wire,
wonder,
workplace,
workshop,
wound,
absolutely,
absolutely,
accurately,
afterward,
alike,
altogether,
altogether,
annually,
approximately,
aside,
barely,
briefly,
closely,
closely,
commonly,
completely,
consequently,
constantly,
continually,
continuously,
currently,
definitely,
directly,
entirely,
equally,
eventually,
firmly,
formally,
forth,
freely,
frequently,
furthermore,
generally,
genetically,
highly,
hopefully,
immediately,
increasingly,
incredibly,
indirectly,
initially,
internationally,
largely,
lately,
least,
least,
legally,
meanwhile,
merely,
monthly,
moreover,
naturally,
naturally,
nevertheless,
newly,
nonetheless,
normally,
nowhere,
obviously,
occasionally,
officially,
otherwise,
otherwise,
otherwise,
overnight,
overnight,
particularly,
permanently,
personally,
positively,
positively,
primarily,
properly,
publicly,
rapidly,
rarely,
relatively,
repeatedly,
safely,
severely,
severely,
shortly,
similarly,
simultaneously,
slightly,
socially,
somehow,
somehow,
sometime,
sometimes,
steadily,
suddenly,
supposedly,
surely,
surprisingly,
terribly,
terribly,
thus,
totally,
traditionally,
typically,
typically,
unexpectedly,
unusually,
whenever,
abandon,
abandon,
absorb,
absorb,
accompany,
accompany,
accomplish,
accuse,
accustom,
acknowledge,
acknowledge,
acquire,
acquire,
act,
act,
adapt,
adapt,
adopt,
adopt,
advance,
advance,
advertise,
affect,
afford,
aid,
analyze,
announce,
appoint,
approve,
arise,
arrange,
arrange,
arrest,
assign,
assist,
assume,
assume,
attach,
attain,
attempt,
attend,
attend,
attract,
award,
bang,
bar,
beat,
beat,
beat,
behave,
bet,
bite,
bleed,
blend,
bless,
block,
boast,
bore,
bounce,
breed,
breed,
burn,
burst,
bust,
bust,
calculate,
cancel,
capture,
capture,
care,
characterize,
charge,
charge,
charge,
charge,
classify,
combine,
commit,
commit,
commit,
compete,
complete,
complicate,
compose,
compose,
compose,
conclude,
conclude,
confirm,
congratulate,
connect,
connect,
constitute,
constitute,
construct,
consume,
consume,
contain,
contain,
contribute,
control,
convey,
convey,
convince,
cough,
crash,
crash,
dare,
deal,
declare,
declare,
decrease,
dedicate,
defeat,
defend,
define,
delay,
delete,
deliver,
deliver,
demand,
demonstrate,
demonstrate,
deny,
deny,
depart,
deprive,
derive,
deserve,
design,
determine,
determine,
devastate,
devastate,
dial,
differ,
dig,
direct,
direct,
direct,
disable,
disappoint,
discourage,
dislike,
display,
dissolve,
dissolve,
distinguish,
distribute,
drag,
dump,
dump,
educate,
eliminate,
embarrass,
emerge,
emphasize,
enable,
enclose,
enclose,
endure,
engage,
engage,
engage,
enrich,
ensure,
entertain,
entertain,
escape,
examine,
examine,
exchange,
excuse,
excuse,
expand,
expose,
expose,
express,
extend,
extend,
fade,
fascinate,
fax,
feed,
feed,
fix,
fix,
fix,
float,
flow,
fold,
format,
furnish,
gain,
gain,
generate,
glance,
govern,
grab,
grant,
guide,
handle,
handle,
hang,
hang,
heat,
hesitate,
hire,
hunt,
hunt,
ignore,
impair,
inform,
inject,
insist,
inspire,
install,
intend,
interact,
interest,
interrupt,
interview,
invest,
involve,
jog,
joke,
kiss,
knock,
knock,
launch,
launch,
lay,
lay,
lay,
lead,
lead,
lead,
leap,
lift,
lift,
link,
locate,
locate,
lock,
maintain,
maintain,
maintain,
march,
measure,
memorize,
mention,
minimize,
mislead,
modify,
motivate,
negotiate,
notice,
observe,
observe,
observe,
obtain,
occupy,
occupy,
occur,
outweigh,
launch,
launch,
lay,
lay,
lay,
lead,
lead,
lead,
leap,
lift,
lift,
link,
locate,
locate,
lock,
maintain,
maintain,
maintain,
march,
measure,
memorize,
mention,
minimize,
mislead,
modify,
motivate,
negotiate,
notice,
observe,
observe,
observe,
obtain,
occupy,
occupy,
occur,
outweigh,
overcome,
overwhelm,
owe,
owe,
pardon,
participate,
pause,
permit,
persuade,
pin,
place,
plan,
possess,
preserve,
press,
press,
proceed,
proclaim,
promise,
promote,
promote,
promote,
propose,
propose,
protect,
prove,
prove,
punish,
qualify,
qualify,
qualify,
react,
rearrange,
rebuild,
recall,
recall,
recognize,
recognize,
recommend,
recover,
recover,
reduce,
refuse,
regain,
regard,
register,
reject,
relate,
relate,
release,
release,
rely,
remark,
remove,
renew,
reproduce,
reproduce,
request,
require,
rescue,
resemble,
reserve,
resist,
resolve,
resolve,
respect,
respond,
restore,
restrict,
result,
retain,
revise,
rewrite,
rid,
rise,
rush,
scare,
scatter,
score,
scream,
search,
seize,
seize,
service,
settle,
settle,
settle,
shake,
shift,
shout,
simplify,
sink,
ski,
slip,
slip,
smell,
specialize,
stare,
stir,
strengthen,
stretch,
strike,
strike,
strike,
suffer,
summarize,
support,
suppose,
surprise,
surround,
swear,
swear,
swell,
switch,
tape,
tear,
tempt,
tend,
tick,
tie,
tighten,
tire,
touch,
transfer,
transform,
translate,
trouble,
tumble,
twist,
uncover,
undergo,
underline,
unify,
unite,
update,
vary,
vote,
wake,
warn,
waste,
wave,
wrap,
none,
plenty,
whoever,
whoever,
beneath,
besides,
despite,
minus,
onto,
per,
throughout,
throughout,
via,
nor,
till,
unless,
until,
whether,
whether,
whichever,
able,
absent,
absolute,
abstract,
academic,
accessible,
accurate,
active,
aggressive,
aggressive,
agricultural,
alike,
ambitious,
annual,
apparent,
apparent,
artistic,
ashamed,
athletic,
atomic,
available,
available,
aware,
awkward,
awkward,
bitter,
bitter,
bitter,
blind,
bold,
bold,
brief,
broad,
broad,
calm,
capable,
casual,
casual,
cautious,
central,
chief,
civil,
civil,
civil,
classical,
competitive,
competitive,
complex,
conscious,
conservative,
considerable,
continuous,
contrary,
controversial,
critical,
critical,
cultural,
curious,
curious,
current,
damp,
definite,
democratic,
dependent,
desperate,
digital,
disastrous,
distant,
flat,
flat,
flat,
formal,
fortunate,
frequent,
general,
generous,
genetic,
geographical,
giant,
global,
graphic,
graphic,
guilty,
historic,
historical,
honest,
horrible,
huge,
immediate,
impressive,
incorrect,
incredible,
independent,
indirect,
industrial,
inevitable,
innocent,
innocent,
intense,
intensive,
intermediate,
internal,
internal,
irregular,
legal,
literary,
loud,
loyal,
main,
male,
massive,
meaningful,
mechanical,
mental,
mere,
mild,
minor,
moderate,
mutual,
naked,
narrow,
nasty,
near,
nearby,
neutral,
northern,
nuclear,
numerous,
obvious,
occasional,
offensive,
offensive,
ordinary,
organic,
outdoor,
outer,
outstanding,
outstanding,
overnight,
painful,
pale,
parental,
partial,
partial,
passive,
patient,
permanent,
plain,
plain,
positive,
practical,
precious,
pregnant,
previous,
primitive,
productive,
prominent,
prosperous,
protective,
proud,
psychological,
public,
pure,
racial,
rapid,
rare,
rare,
rational,
realistic,
reasonable,
reasonable,
regional,
reliable,
religious,
remarkable,
residential,
responsible,
ridiculous,
rough,
rough,
rough,
round,
secret,
serious,
serious,
severe,
shallow,
sharp,
sharp,
sharp,
sheer,
sheer,
silent,
solid,
southern,
spectacular,
stable,
steady,
steep,
strategic,
stupid,
substantial,
sufficient,
systematic,
technological,
temporary,
tense,
thorough,
timely,
tiny,
tremendous,
tropical,
typical,
unable,
unclear,
unemployed,
unexpected,
unique,
unpredictable,
unrelated,
upper,
upstairs,
urgent,
vague,
valuable,
various,
vast,
vegetarian,
virtual,
virtual,
visible,
visual,
weird,
widespread,
worthwhile,
worthy,
accommodation,
accommodation,
accommodation,
accusation,
acid,
acquisition,
acquisition,
acquisition,
adjustment,
adjustment,
adoption,
adoption,
aircraft,
allegation,
alliance,
ally,
altitude,
aluminum,
ambassador,
analogy,
analyst,
applicant,
assault,
assembly,
assembly,
assessment,
assumption,
assumption,
assurance,
assurance,
assurance,
attendance,
attribute,
availability,
availability,
axis,
axis,
badge,
ballot,
banker,
bankruptcy,
barrier,
beam,
beam,
blast,
blast,
blend,
bomber,
booklet,
boost,
bounce,
bracket,
bracket,
breakdown,
breakdown,
breakdown,
broadband,
brochure,
browser,
bureaucracy,
cabinet,
cabinet,
cable,
candidate,
capability,
carbon,
catalog,
catastrophe,
ceiling,
ceiling,
certificate,
certification,
chancellor,
chancellor,
chancellor,
chemotherapy,
chip,
chip,
chip,
chunk,
circuit,
circuit,
circumstance,
classic,
classification,
clause,
clause,
client,
closure,
clothing,
coalition,
colleague,
commander,
commerce,
commercial,
commission,
commission,
commission,
community,
compensation,
compensation,
competence,
completion,
complexity,
component,
comprehension,
conception,
conception,
concession,
concession,
concrete,
conductor,
conductor,
conductor,
cone,
conference,
conjunction,
conjunction,
consciousness,
consensus,
consultant,
contract,
contradiction,
controversy,
convention,
convention,
convention,
conversion,
cooperation,
copper,
core,
corporation,
correspondence,
correspondence,
correspondent,
corruption,
costume,
counter,
counter,
creation,
crew,
criticism,
criticism,
dash,
dash,
dash,
data,
database,
debit,
decade,
deduction,
deduction,
deficit,
delegate,
deputy,
desktop,
desktop,
dictator,
dilemma,
dimension,
dimension,
diplomat,
discipline,
discipline,
disguise,
disorder,
disorder,
disposal,
disposition,
disposition,
dispute,
dissident,
distortion,
distributor,
division,
division,
division,
division,
divorce,
dock,
dock,
donation,
doom,
dose,
download,
draft,
draft,
draft,
draft,
drain,
drain,
duplicate,
dye,
ease,
economist,
editorial,
effectiveness,
electrician,
elite,
embrace,
embrace,
emergence,
employee,
employer,
energy,
energy,
engagement,
engagement,
engagement,
engagement,
enterprise,
enterprise,
enterprise,
entrepreneur,
environment,
environment,
equation,
equation,
equity,
equity,
equity,
estate,
estate,
estimate,
estimate,
evaluation,
evolution,
exception,
exclusion,
excursion,
execution,
execution,
execution,
executive,
executive,
exile,
exile,
expansion,
expectation,
explosive,
extension,
extension,
extension,
fabric,
fabric,
factor,
factor,
faculty,
faculty,
faculty,
faith,
faith,
fat,
fate,
feedback,
fiber,
finance,
finance,
flash,
flash,
flaw,
