word,ipa,source,original_ipa
anti,"ˈænˌtiː, ˈænˌtaɪ",,
ex,ˈɛks,,
micro,ˈmaɪˌkroʊ,,
multi,ˈmʌlti,,
neo,ˈniːoʊ,,
non,ˈnɑːn,,
pre,ˈpriː,,
semi,"ˈsɛmi, ˈsɛmaɪ",,
sub,ˈsʌb,,
trans,ˈtrænz,,
albeit,ˈɔlˈbiːɪt,,
however,ˌhaʊˈɛvɜːr,,
whilst,ˈwaɪlst,,
have,ˈhæv,,
ought,ˈɔt,,
former,ˈfɔrmɜːr,,
own,ˈoʊn,,
abdominal,"ˈæbˈdɑːmənəl, əbˈdɑːmənəl",,
accountable,ˈəˈkaʊntəbəl,,
acidic,ˈəˈsɪdɪk,,
adaptive,ˈəˈdæptɪv,,
adjacent,ˈəˈdʒeɪsənt,,
advisory,ˈædˈvaɪzɜːri,,
aesthetic,ˈɛsˈθɛtɪk,,
alert,ˈəˈlɜːrːt,,
alternate,"ˈɔltɜːrnət, ˈɔltɜːrˌneɪt",,
alternate,"ˈɔltɜːrnət, ˈɔltɜːrˌneɪt",,
analytic,ˌænəˈlɪtɪk,,
analytical,ˌænəˈlɪtɪkəl,,
antibiotic,"ˌæntiːbaɪˈɑːtɪk, ˌæntaɪbaɪˈɑːtɪk",,
antitrust,ˌæntaɪˈtrʌst,,
any,ˈɛni,,
any,ˈɛni,,
any,ˈɛni,,
applicable,ˈæpləkəbəl,,
arbitrary,"ˈɑːrbəˌtrɛri, ˈɑːrbɪˌtrɛri",,
attributable,ˈəˈtrɪbjətəbəl,,
auto,ˈɔtoʊ,,
autonomous,ˈɔˈtɑːnəməs,,
averse,ˈəˈvɜːrːs,,
bacterial,bˈækˈtɪriːəl,,
bankrupt,ˈbæŋkrəpt,,
behavioral,"bˈɪˈheɪvjɜːrəl, biːˈheɪvjɜːrəl",,
bilateral,bˈaɪˈlætɜːrəl,,
binary,ˈbaɪnəˌriː,,
broadband,ˈbrɔdˌbænd,,
brutal,ˈbruːtəl,,
bureaucratic,ˌbjʊrəˈkrætɪk,,
capital,ˈkæpɪtəl,,
capital,ˈkæpɪtəl,,
capital,ˈkæpɪtəl,,
charitable,"ˈtʃærətəbəl, ˈtʃɛrətəbəl",,
chronic,ˈkrɑːnɪk,,
clinical,"ˈklɪnəkəl, ˈklɪnɪkəl",,
clinical,"ˈklɪnəkəl, ˈklɪnɪkəl",,
cognitive,ˈkɑːgnɪtɪv,,
collateral,kˈəˈlætɜːrəl,,
collective,kˈəˈlɛktɪv,,
compact,"ˈkɑːmpækt, kəmˈpækt",,
comparable,"ˈkɑːmprəbəl, kəmˈpærəbəl",,
comparative,kˈəmˈpærətɪv,,
complimentary,ˌkɑːmpləˈmɛntɜːri,,
complimentary,ˌkɑːmpləˈmɛntɜːri,,
composite,"kˈəmˈpɑːzət, kɑːmˈpɑːzət",,
conceptual,kˈənˈsɛptʃuːəl,,
conditional,kˈənˈdɪʃənəl,,
confidential,ˌkɑːnfəˈdɛnʃəl,,
congressional,kˈənˈgrɛʃənəl,,
congruent,,,
consecutive,kˈənˈsɛkjətɪv,,
constituent,kˈənˈstɪtʃuːənt,,
constitutional,ˌkɑːnstəˈtuːʃənəl,,
constructive,kˈənˈstrʌktɪv,,
continental,"ˌkɑːntəˈnɛntəl, ˌkɑːntəˈnɛnəl",,
contingent,kˈənˈtɪndʒənt,,
contractual,kˈənˈtræktʃuːəl,,
convertible,kˈənˈvɜːrːtəbəl,,
coronary,ˈkɔrəˌnɛri,,
corrective,kˈɜːrˈɛktɪv,,
correspondent,ˌkɔrəˈspɑːndənt,,
credible,ˈkrɛdəbəl,,
crude,ˈkruːd,,
crude,ˈkruːd,,
cumulative,ˈkjuːmjələtɪv,,
cyclic,ˈsaɪklɪk,,
cyclical,"ˈsaɪklɪkəl, ˈsɪklɪkəl",,
decimal,ˈdɛsəməl,,
deductible,dˈɪˈdʌktəbəl,,
defective,dˈɪˈfɛktɪv,,
defensive,dˈɪˈfɛnsɪv,,
deliverable,"dˈɪˈlɪvɜːrəbəl, dɪˈlɪvrəbəl",,
demographic,ˌdɛməˈgræfɪk,,
deputy,"ˈdɛpjəti, ˈdɛpjuːti",,
desktop,ˈdɛskˌtɑːp,,
developmental,"dˈɪˌvɛləpˈmɛntəl, dɪˌvɛləpˈmɛnəl",,
diagnostic,ˌdaɪəgˈnɑːstɪk,,
differential,ˌdɪfɜːrˈɛnʃəl,,
dimensional,dˈɪˈmɛnʃənəl,,
diplomatic,ˌdɪpləˈmætɪk,,
discrete,dˈɪˈskriːt,,
discretionary,dˈɪˈskrɛʃəˌnɛri,,
dismal,ˈdɪzməl,,
disposable,dˈɪˈspoʊzəbəl,,
dissident,ˈdɪsədɪnt,,
folk,ˈfoʊk,,
fragile,ˈfrædʒəl,,
fraudulent,ˈfrɔdʒələnt,,
generic,dʒˈəˈnɛrɪk,,
grammatical,"grˈəˈmætəkəl, grəˈmætɪkəl",,
grave,ˈgreɪv,,
guerrilla,gˈɜːrˈɪlə,,
harsh,ˈhɑːrʃ,,
headline,ˈhɛdˌlaɪn,,
horizontal,ˌhɔrəˈzɑːntəl,,
hostile,"ˈhɑːstəl, hɑːˈstaɪl",,
hypothetical,"ˌhaɪpəˈθɛtəkəl, ˌhaɪpəˈθɛtɪkəl",,
ideological,ˌaɪdiːəˈlɑːdʒɪkəl,,
illogical,ˌɪˈlɑːdʒɪkəl,,
imminent,ˈɪmənənt,,
immune,ˌɪˈmjuːn,,
implicit,ˌɪmˈplɪsət,,
inappropriate,ˌɪnəˈproʊpriːɪt,,
incomplete,ˌɪnkəmˈpliːt,,
inconsistent,ˌɪnkənˈsɪstənt,,
incremental,ˌɪnkrəˈmɛntəl,,
indigenous,ˌɪnˈdɪdʒənəs,,
inefficient,ˌɪnɪˈfɪʃənt,,
inferior,ˌɪnˈfɪriːɜːr,,
infinite,ˈɪnfənət,,
inflationary,ˌɪnˈfleɪʃəˌnɛri,,
inherent,ˌɪnˈhɛrənt,,
institutional,ˌɪnstɪˈtuːʃənəl,,
insurgent,ˌɪnˈsɜːrːdʒənt,,
intangible,ˌɪnˈtændʒəbəl,,
integral,"ˈɪntəgrəl, ˈɪnəgrəl",,
interim,"ˈɪntɜːrəm, ˈɪntrəm, ˈɪnɜːrəm",,
interior,ˌɪnˈtɪriːɜːr,,
intermediary,"ˌɪnɜːrˈmiːdiːɛri, ˌɪntɜːrˈmiːdiːɛri",,
intrinsic,ˌɪnˈtrɪnsɪk,,
irrelevant,ˌɪˈrɛləvənt,,
judicial,dʒˈuːˈdɪʃəl,,
junk,ˈdʒʌŋk,,
knowledgeable,ˈnɑːlədʒəbəl,,
last,ˈlæst,,
last,ˈlæst,,
lateral,ˈlætɜːrəl,,
less,ˈlɛs,,
lesser,ˈlɛsɜːr,,
lexical,ˈlɛksɪkəl,,
liable,ˈlaɪəbəl,,
liable,ˈlaɪəbəl,,
likewise,ˈlaɪˌkwaɪz,,
linear,ˈlɪniːɜːr,,
linguistic,lˈɪŋˈgwɪstɪk,,
locally,ˈloʊkəli,,
longitudinal,ˌlɑːndʒəˈtuːdənəl,,
longitudinal,ˌlɑːndʒəˈtuːdənəl,,
macro,ˈmækroʊ,,
macroeconomic,"ˌmækroʊɛkəˈnɑːmɪk, ˌmækroʊiːkəˈnɑːmɪk",,
magnetic,mˈægˈnɛtɪk,,
magnetic,mˈægˈnɛtɪk,,
mainstream,ˈmeɪnˌstriːm,,
managerial,ˌmænɪˈdʒɪriːəl,,
mandatory,ˈmændəˌtɔri,,
many,ˈmɛni,,
marginal,ˈmɑːrdʒənəl,,
marketable,ˈmɑːrkətəbəl,,
master,ˈmæstɜːr,,
maternal,mˈəˈtɜːrːnəl,,
median,ˈmiːdiːən,,
mid,ˈmɪd,,
migrant,ˈmaɪgrənt,,
militant,ˈmɪlətənt,,
mini,ˈmɪni,,
minimal,ˈmɪnəməl,,
molecular,mˈəˈlɛkjəlɜːr,,
monetary,ˈmɑːnəˌtɛri,,
more,ˈmɔr,,
morphological,ˌmɔrfəˈlɑːdʒɪkəl,,
multinational,"ˌməlˌtaɪˈnæʃənəl, ˌməlˌtiːˈnæʃənəl",,
municipal,mjˈuːˈnɪsəpəl,,
nationalist,"ˈnæʃənələst, ˈnæʃənəlɪst, ˈnæʃnələst, ˈnæʃnəlɪst",,
negotiable,nˈəˈgoʊʃəbəl,,
neither,"ˈniːðɜːr, ˈnaɪðɜːr",,
neural,"ˈnʊrəl, nˈjʊrəl",,
next,"ˈnɛkst, ˈnɛks",,
nominal,ˈnɑːmənəl,,
nominal,ˈnɑːmənəl,,
nonlinear,nˈɑːnˈlɪˌniːɜːr,,
notable,ˈnoʊtəbəl,,
null,ˈnʌl,,
obscure,ˈəbsˈkjʊr,,
ongoing,"ˈɑːnˌgoʊɪŋ, ˈɔnˌgoʊɪŋ",,
operational,ˌɑːpɜːrˈeɪʃənəl,,
operative,ˈɑːpɜːrətɪv,,
optical,ˈɑːptɪkəl,,
optimal,ˈɑːptɪməl,,
optimum,ˈɑːptɪməm,,
organizational,ˌɔrgənəˈzeɪʃənəl,,
other,ˈʌðɜːr,,
outdated,ˈaʊtˌdeɪtɪd,,
outgoing,ˈaʊtˌgoʊɪŋ,,
outgoing,ˈaʊtˌgoʊɪŋ,,
outright,ˈaʊˈtraɪt,,
overdue,ˈoʊvɜːrˈduː,,
overhead,ˈoʊvɜːrˈhɛd,,
parallel,ˈpɛrəˌlɛl,,
parallel,ˈpɛrəˌlɛl,,
paramilitary,ˌpɛrəˈmɪləˌtɛri,,
parliamentary,ˌpɑːrləˈmɛntɜːri,,
payable,ˈpeɪəbəl,,
peacekeeping,ˈpiːˌskiːpɪŋ,,
pending,ˈpɛndɪŋ,,
periodic,ˌpɪriːˈɑːdɪk,,
peripheral,"pˈɜːrˈɪfɜːrəl, pɜːrˈɪfrəl",,
perpetual,pˈɜːrˈpɛtʃuːəl,,
pharmaceutical,ˌfɑːrməˈsuːtɪkəl,,
phenomenal,fˈəˈnɑːmənəl,,
phonological,ˌfoʊnəˈlɑːdʒɪkəl,,
photographic,ˌfoʊtəˈgræfɪk,,
physiological,ˌfɪziːəˈlɑːdʒɪkəl,,
plausible,ˈplɔzəbəl,,
plural,ˈplʊrəl,,
polar,ˈpoʊlɜːr,,
polar,ˈpoʊlɜːr,,
populist,ˈpɑːpjələst,,
portable,ˈpɔrtəbəl,,
pragmatic,prˈægˈmætɪk,,
premier,"prˈɛˈmɪr, priːˈmɪr",,
premium,ˈpriːmiːəm,,
problematic,ˌprɑːbləˈmætɪk,,
profound,prˈoʊˈfaʊnd,,
promotional,"prˈəˈmoʊʃənəl, pɜːrˈmoʊʃənəl",,
prone,ˈproʊn,,
prone,ˈproʊn,,
proportional,prˈəˈpɔrʃənəl,,
proprietary,prˈəˈpraɪəˌtɛri,,
prospective,prˈəˈspɛktɪv,,
provincial,prˈəˈvɪnʃəl,,
prudent,ˈpruːdənt,,
psychiatric,ˌsaɪkiːˈætrɪk,,
qualitative,ˈkwɑːləˌteɪtɪv,,
quantitative,ˈkwɑːntɪˌteɪtɪv,,
quarterly,ˈkwɔrtɜːrli,,
quasi,ˈkwɑːsi,,
radical,ˈrædɪkəl,,
radical,ˈrædɪkəl,,
random,ˈrændəm,,
reactive,rˈiːˈæktɪv,,
realizable,ˌriːəˈlaɪzəbəl,,
receivable,rˈɪˈsiːvəbəl,,
reformist,rˈɪˈfɔrmɪst,,
regardless,rˈəˈgɑːrdləs,,
regulatory,ˈrɛgjələˌtɔri,,
relational,rˈiːˈleɪʃənəl,,
renewable,rˈiːˈnuːəbəl,,
rental,ˈrɛntəl,,
residual,rˈɪˈzɪdʒuːəl,,
resistant,"rˈɪˈzɪstənt, riːˈzɪstənt",,
respective,"rˈɪˈspɛktɪv, riːˈspɛktɪv",,
restrictive,rˈiːˈstrɪktɪv,,
retail,ˈriːˌteɪl,,
rigid,"ˈrɪdʒəd, ˈrɪdʒɪd",,
rigid,"ˈrɪdʒəd, ˈrɪdʒɪd",,
rigorous,ˈrɪgɜːrəs,,
rival,ˈraɪvəl,,
robust,rˈoʊˈbʌst,,
satellite,ˈsætəˌlaɪt,,
scarce,ˈskɛrs,,
scratch,ˈskrætʃ,,
secular,ˈsɛkjəlɜːr,,
selective,sˈəˈlɛktɪv,,
semantic,sˈɪˈmæntɪk,,
sensory,ˈsɛnsɜːri,,
separatist,ˈsɛpɜːrətɪst,,
skeptical,"ˈskɛptəkəl, ˈskɛptɪkəl",,
slack,ˈslæk,,
socialist,ˈsoʊʃəlɪst,,
sole,ˈsoʊl,,
soluble,ˈsɑːljəbəl,,
soluble,ˈsɑːljəbəl,,
sovereign,ˈsɑːvrən,,
spacious,ˈspeɪʃəs,,
spatial,ˈspeɪʃəl,,
speculative,ˈspɛkjələtɪv,,
speculative,ˈspɛkjələtɪv,,
spontaneous,spˈɑːnˈteɪniːəs,,
static,ˈstætɪk,,
statistical,stˈəˈtɪstɪkəl,,
statutory,ˈstætʃəˌtɔri,,
sterling,ˈstɜːrːlɪŋ,,
sterling,ˈstɜːrːlɪŋ,,
stochastic,stˈoʊˈkæstɪk,,
structural,ˈstrʌktʃɜːrəl,,
subjective,sˈəbˈdʒɛktɪv,,
subordinate,"sˈəˈbɔrdəˌneɪt, səˈbɔrdənət",,
subprime,,,
subsequent,ˈsʌbsəkwənt,,
subsidiary,sˈəbˈsɪdiːˌɛri,,
such,ˈsʌtʃ,,
supervisory,ˌsuːpɜːrˈvaɪzɜːri,,
surface,ˈsɜːrːfəs,,
surgical,ˈsɜːrːdʒɪkəl,,
surplus,ˈsɜːrːpləs,,
susceptible,sˈəˈsɛptəbəl,,
sustainable,sˈəˈsteɪnəbəl,,
syntactic,,,
synthetic,sˈɪnˈθɛtɪk,,
tactical,ˈtæktɪkəl,,
tangible,ˈtændʒəbəl,,
taxable,ˈtæksəbəl,,
temporal,ˈtɛmpɜːrəl,,
textile,ˈtɛkˌstaɪl,,
theoretical,ˌθiːɜːrˈɛtɪkəl,,
thermal,ˈθɜːrːməl,,
through,ˈθruː,,
tribal,ˈtraɪbəl,,
trim,ˈtrɪm,,
triple,ˈtrɪpəl,,
unattended,ˈənəˈtɛndɪd,,
under,ˈʌndɜːr,,
unfavorable,ˌənˈfeɪvɜːrəbəl,,
unintelligible,ˌənɪnˈtɛlədʒəbəl,,
unpaid,ˈənˈpeɪd,,
unprecedented,ˈənˈprɛsɪˌdɛntɪd,,
unreal,ˈənˈriːl,,
unsecured,"ˌənsɪˈkjʊrd, ˌənsiːˈkjʊrd",,
unspecified,ˈənˈspɛsəˌfaɪd,,
unstable,ˈənˈsteɪbəl,,
upcoming,ˈʌpˌkəmɪŋ,,
variable,ˈvɛriːəbəl,,
vertical,ˈvɜːrːtɪkəl,,
viable,ˈvaɪəbəl,,
void,ˈvɔɪd,,
volatile,ˈvɑːlətəl,,
volatile,ˈvɑːlətəl,,
voluntary,ˈvɑːləntɛri,,
vulnerable,ˈvʌlnɜːrəbəl,,
wary,ˈwɛri,,
which,"ˈwɪtʃ, ˈhwɪtʃ",,
wholesale,ˈhoʊlˌseɪl,,
wireless,ˈwaɪrlɪs,,
yearly,ˈjɪrli,,
alas,ˈəˈlæs,,
hello,"hˈəˈloʊ, hɛˈloʊ",,
okay,ˌoʊˈkeɪ,,
sorry,ˈsɑːri,,
sorry,ˈsɑːri,,
yeah,ˈjæ,,
yes,ˈjɛs,,
action,ˈækʃən,,
action,ˈækʃən,,
action,ˈækʃən,,
action,ˈækʃən,,
activity,ˈækˈtɪvɪti,,
activity,ˈækˈtɪvɪti,,
actor,ˈæktɜːr,,
actor,ˈæktɜːr,,
address,"ˈæˌdrɛs, æˈdrɛs",,
address,"ˈæˌdrɛs, æˈdrɛs",,
address,"ˈæˌdrɛs, æˈdrɛs",,
afternoon,ˌæftɜːrˈnuːn,,
age,ˈeɪdʒ,,
age,ˈeɪdʒ,,
age,ˈeɪdʒ,,
airplane,ˈɛrˌpleɪn,,
airport,ˈɛrˌpɔrt,,
album,ˈælbəm,,
album,ˈælbəm,,
animal,ˈænəməl,,
answer,ˈænsɜːr,,
answer,ˈænsɜːr,,
apple,ˈæpəl,,
arm,ˈɑːrm,,
arm,ˈɑːrm,,
arm,ˈɑːrm,,
art,ˈɑːrt,,
art,ˈɑːrt,,
art,ˈɑːrt,,
article,"ˈɑːrtəkəl, ˈɑːrtɪkəl",,
article,"ˈɑːrtəkəl, ˈɑːrtɪkəl",,
article,"ˈɑːrtəkəl, ˈɑːrtɪkəl",,
article,"ˈɑːrtəkəl, ˈɑːrtɪkəl",,
aunt,"ˈænt, ˈɔnt",,
autumn,ˈɔtəm,,
baby,ˈbeɪbi,,
bag,ˈbæg,,
ball,ˈbɔl,,
ball,ˈbɔl,,
band,ˈbænd,,
band,ˈbænd,,
band,ˈbænd,,
bank,ˈbæŋk,,
bank,ˈbæŋk,,
baseball,ˈbeɪsˈbɔl,,
basketball,ˈbæskətˌbɔl,,
bat,ˈbæt,,
bat,ˈbæt,,
bath,ˈbæθ,,
bathroom,ˈbæˌθruːm,,
beach,ˈbiːtʃ,,
bear,ˈbɛr,,
bed,ˈbɛd,,
bedroom,ˈbɛˌdruːm,,
beef,ˈbiːf,,
bell,ˈbɛl,,
bicycle,ˈbaɪsɪkəl,,
bike,ˈbaɪk,,
bird,ˈbɜːrːd,,
birth,ˈbɜːrːθ,,
birthday,ˈbɜːrːθˌdeɪ,,
board,ˈbɔrd,,
board,ˈbɔrd,,
board,ˈbɔrd,,
boat,ˈboʊt,,
body,ˈbɑːdi,,
body,ˈbɑːdi,,
body,ˈbɑːdi,,
bone,ˈboʊn,,
book,ˈbʊk,,
bookstore,ˈbʊkˌstɔr,,
bottle,ˈbɑːtəl,,
bottom,ˈbɑːtəm,,
bowl,ˈboʊl,,
box,ˈbɑːks,,
boy,ˈbɔɪ,,
brain,ˈbreɪn,,
bread,ˈbrɛd,,
breakfast,ˈbrɛkfəst,,
bridge,ˈbrɪdʒ,,
brother,ˈbrʌðɜːr,,
brush,ˈbrʌʃ,,
bucket,ˈbʌkɪt,,
bus,ˈbʌs,,
business,"ˈbɪznəs, ˈbɪznɪs",,
business,"ˈbɪznəs, ˈbɪznɪs",,
button,ˈbʌtən,,
café,,,
cake,ˈkeɪk,,
camera,"ˈkæmɜːrə, ˈkæmrə",,
camp,ˈkæmp,,
cap,ˈkæp,,
cap,ˈkæp,,
car,ˈkɑːr,,
card,ˈkɑːrd,,
case,ˈkeɪs,,
case,ˈkeɪs,,
case,ˈkeɪs,,
cat,ˈkæt,,
celebration,ˌsɛləˈbreɪʃən,,
chair,ˈtʃɛr,,
chair,ˈtʃɛr,,
character,ˈkɛrɪktɜːr,,
character,ˈkɛrɪktɜːr,,
character,ˈkɛrɪktɜːr,,
cheese,ˈtʃiːz,,
chicken,ˈtʃɪkən,,
child,ˈtʃaɪld,,
chocolate,ˈtʃɔklət,,
church,ˈtʃɜːrːtʃ,,
cinema,ˈsɪnəmə,,
circle,ˈsɜːrːkəl,,
circle,ˈsɜːrːkəl,,
city,ˈsɪti,,
class,ˈklæs,,
class,ˈklæs,,
class,ˈklæs,,
classroom,ˈklæsˌruːm,,
clock,ˈklɑːk,,
cloth,ˈklɔθ,,
clothes,"ˈkloʊðz, ˈkloʊz",,
cloud,ˈklaʊd,,
club,ˈklʌb,,
club,ˈklʌb,,
coach,ˈkoʊtʃ,,
coach,ˈkoʊtʃ,,
coat,ˈkoʊt,,
code,ˈkoʊd,,
code,ˈkoʊd,,
code,ˈkoʊd,,
coffee,"ˈkɑːfi, ˈkɔfi",,
collection,kˈəˈlɛkʃən,,
college,ˈkɑːlɪdʒ,,
color,"ˈkʌlɜːr, ˈkɔlɜːr",,
computer,kˈəmˈpjuːtɜːr,,
concert,"ˈkɑːnsɜːrt, kənˈsɜːrːt",,
contest,"ˈkɑːntɛst, kənˈtɛst",,
conversation,ˌkɑːnvɜːrˈseɪʃən,,
corn,ˈkɔrn,,
corner,ˈkɔrnɜːr,,
course,ˈkɔrs,,
course,ˈkɔrs,,
course,ˈkɔrs,,
cousin,ˈkʌzən,,
cover,ˈkʌvɜːr,,
cover,ˈkʌvɜːr,,
cover,ˈkʌvɜːr,,
cover,ˈkʌvɜːr,,
cow,ˈkaʊ,,
cream,ˈkriːm,,
culture,ˈkʌltʃɜːr,,
culture,ˈkʌltʃɜːr,,
cup,ˈkʌp,,
cup,ˈkʌp,,
cup,ˈkʌp,,
dad,ˈdæd,,
date,ˈdeɪt,,
date,ˈdeɪt,,
date,ˈdeɪt,,
daughter,ˈdɔtɜːr,,
day,ˈdeɪ,,
day,ˈdeɪ,,
desk,ˈdɛsk,,
desk,ˈdɛsk,,
dictionary,ˈdɪkʃəˌnɛri,,
difference,"ˈdɪfɜːrəns, ˈdɪfrəns",,
difference,"ˈdɪfɜːrəns, ˈdɪfrəns",,
dinner,ˈdɪnɜːr,,
dish,ˈdɪʃ,,
dish,ˈdɪʃ,,
doctor,"ˈdɑːktɜːr, ˈdɔktɜːr",,
doctor,"ˈdɑːktɜːr, ˈdɔktɜːr",,
dog,ˈdɔg,,
dollar,"ˈdɑːlɜːr, ˈdɔlɜːr",,
door,ˈdɔr,,
drama,ˈdrɑːmə,,
drama,ˈdrɑːmə,,
dream,ˈdriːm,,
dream,ˈdriːm,,
dress,ˈdrɛs,,
dress,ˈdrɛs,,
driver,ˈdraɪvɜːr,,
driver,ˈdraɪvɜːr,,
e-mail,ˈiːˌmeɪl,,
ear,"ˈiːr, ˈɪr",,
ear,"ˈiːr, ˈɪr",,
egg,ˈɛg,,
end,ˈɛnd,,
end,ˈɛnd,,
engineer,ˈɛndʒəˈnɪr,,
evening,ˈiːvnɪŋ,,
event,"ˈɪˈvɛnt, iːˈvɛnt",,
event,"ˈɪˈvɛnt, iːˈvɛnt",,
example,ˈɪgˈzæmpəl,,
eye,ˈaɪ,,
eye,ˈaɪ,,
eye,ˈaɪ,,
face,ˈfeɪs,,
face,ˈfeɪs,,
face,ˈfeɪs,,
face,ˈfeɪs,,
factory,ˈfæktɜːri,,
family,"ˈfæməli, ˈfæmli",,
fan,ˈfæn,,
fan,ˈfæn,,
farm,ˈfɑːrm,,
farmer,ˈfɑːrmɜːr,,
father,ˈfɑːðɜːr,,
festival,"ˈfɛstəvəl, ˈfɛstɪvəl",,
fever,ˈfiːvɜːr,,
field,ˈfiːld,,
field,ˈfiːld,,
field,ˈfiːld,,
fight,ˈfaɪt,,
finish,ˈfɪnɪʃ,,
fire,"ˈfaɪɜːr, ˈfaɪr",,
fire,"ˈfaɪɜːr, ˈfaɪr",,
fire,"ˈfaɪɜːr, ˈfaɪr",,
fish,ˈfɪʃ,,
flag,ˈflæg,,
floor,ˈflɔr,,
floor,ˈflɔr,,
floor,ˈflɔr,,
flower,ˈflaʊɜːr,,
food,ˈfuːd,,
football,ˈfʊtˌbɔl,,
foreigner,"ˈfɔrənɜːr, ˈfɑːrənɜːr, ˈfɔrnɜːr, ˈfɑːrnɜːr",,
form,ˈfɔrm,,
form,ˈfɔrm,,
form,ˈfɔrm,,
friend,ˈfrɛnd,,
fruit,ˈfruːt,,
fruit,ˈfruːt,,
future,ˈfjuːtʃɜːr,,
game,ˈgeɪm,,
game,ˈgeɪm,,
garbage,ˈgɑːrbɪdʒ,,
garden,ˈgɑːrdən,,
ghost,ˈgoʊst,,
gift,ˈgɪft,,
gift,ˈgɪft,,
girl,ˈgɜːrːl,,
glass,ˈglæs,,
glass,ˈglæs,,
glass,ˈglæs,,
goal,ˈgoʊl,,
goal,ˈgoʊl,,
grade,ˈgreɪd,,
grade,ˈgreɪd,,
grade,ˈgreɪd,,
grammar,ˈgræmɜːr,,
grandmother,ˈgrændˌməðɜːr,,
grass,ˈgræs,,
group,ˈgruːp,,
guest,ˈgɛst,,
guitar,gˈɪˈtɑːr,,
guy,ˈgaɪ,,
habit,ˈhæbət,,
hair,ˈhɛr,,
half,ˈhæf,,
hall,ˈhɔl,,
hall,ˈhɔl,,
hat,ˈhæt,,
headache,ˈhɛˌdeɪk,,
health,ˈhɛlθ,,
heart,ˈhɑːrt,,
heart,ˈhɑːrt,,
heart,ˈhɑːrt,,
hill,ˈhɪl,,
history,"ˈhɪstɜːri, ˈhɪstri",,
hobby,ˈhɑːbi,,
hole,ˈhoʊl,,
holiday,"ˈhɑːləˌdeɪ, ˈhɑːlɪˌdeɪ",,
holiday,"ˈhɑːləˌdeɪ, ˈhɑːlɪˌdeɪ",,
home,ˈhoʊm,,
homework,ˈhoʊmˌwɜːrːk,,
hope,ˈhoʊp,,
horse,ˈhɔrs,,
hospital,ˈhɑːˌspɪtəl,,
hotel,hˈoʊˈtɛl,,
hour,"ˈaʊɜːr, ˈaʊr",,
house,ˈhaʊs,,
husband,ˈhʌzbənd,,
ice,ˈaɪs,,
ice cream,,,
idea,ˈaɪˈdiːə,,
information,ˌɪnˌfɔrˈmeɪʃən,,
internet,ˈɪntɜːrˌnɛt,,
interviewer,ˈɪntɜːrvˌjuːɜːr,,
island,ˈaɪlənd,,
item,ˈaɪtəm,,
jacket,"ˈdʒækət, ˈdʒækɪt",,
jet,ˈdʒɛt,,
jet,ˈdʒɛt,,
jewelry,"ˈdʒuːəlri, ˈdʒuːlri, ˈdʒuːlɜːri",,
job,"ˈdʒɑːb, ˈdʒoʊb",,
juice,ˈdʒuːs,,
key,ˈkiː,,
key,ˈkiː,,
key,ˈkiː,,
key,ˈkiː,,
kid,ˈkɪd,,
kind,ˈkaɪnd,,
king,ˈkɪŋ,,
kitchen,ˈkɪtʃən,,
knee,ˈniː,,
knife,ˈnaɪf,,
lady,ˈleɪdi,,
language,"ˈlæŋgwədʒ, ˈlæŋgwɪdʒ",,
leader,ˈliːdɜːr,,
leaf,ˈliːf,,
leg,ˈlɛg,,
lesson,ˈlɛsən,,
lesson,ˈlɛsən,,
letter,ˈlɛtɜːr,,
letter,ˈlɛtɜːr,,
library,ˈlaɪbrɛˌriː,,
life,ˈlaɪf,,
life,ˈlaɪf,,
list,ˈlɪst,,
luck,ˈlʌk,,
lunch,ˈlʌntʃ,,
machine,mˈəˈʃiːn,,
machine,mˈəˈʃiːn,,
magazine,ˈmægəˌziːn,,
magazine,ˈmægəˌziːn,,
mail,ˈmeɪl,,
mail,ˈmeɪl,,
man,ˈmæn,,
man,ˈmæn,,
map,ˈmæp,,
march,ˈmɑːrtʃ,,
march,ˈmɑːrtʃ,,
match,ˈmætʃ,,
match,ˈmætʃ,,
match,ˈmætʃ,,
matter,ˈmætɜːr,,
matter,ˈmætɜːr,,
matter,ˈmætɜːr,,
meal,ˈmiːl,,
meat,ˈmiːt,,
meat,ˈmiːt,,
medicine,ˈmɛdəsən,,
medicine,ˈmɛdəsən,,
memory,ˈmɛmɜːri,,
memory,ˈmɛmɜːri,,
memory,ˈmɛmɜːri,,
message,"ˈmɛsədʒ, ˈmɛsɪdʒ",,
message,"ˈmɛsədʒ, ˈmɛsɪdʒ",,
milk,ˈmɪlk,,
mind,ˈmaɪnd,,
mind,ˈmaɪnd,,
minute,"ˈmɪnət, maɪˈnuːt, maɪnˈjuːt",,
minute,"ˈmɪnət, maɪˈnuːt, maɪnˈjuːt",,
minute,"ˈmɪnət, maɪˈnuːt, maɪnˈjuːt",,
mom,ˈmɑːm,,
moment,ˈmoʊmənt,,
money,ˈmʌni,,
monkey,ˈmʌŋki,,
month,ˈmʌnθ,,
moon,ˈmuːn,,
morning,ˈmɔrnɪŋ,,
message,"ˈmɛsədʒ, ˈmɛsɪdʒ",,
message,"ˈmɛsədʒ, ˈmɛsɪdʒ",,
milk,ˈmɪlk,,
mind,ˈmaɪnd,,
mind,ˈmaɪnd,,
minute,"ˈmɪnət, maɪˈnuːt, maɪnˈjuːt",,
