word,ipa,source,original_ipa
clinical,"ˈklɪnəkəl, ˈklɪnɪkəl",,
clinical,"ˈklɪnəkəl, ˈklɪnɪkəl",,
cognitive,ˈkɑːgnɪtɪv,,
collateral,kˈˈəˈlætɜːrəl,,
collective,kˈˈəˈlɛktɪv,,
compact,"ˈkɑːmpækt, kəmpækt",,
comparable,"ˈkɑːmprəbəl, kəmpærəbəl",,
comparative,kˈˈəmpærətɪv,,
complimentary,ˌkɑːmpləˈmɛntɜːri,,
complimentary,ˌkɑːmpləˈmɛntɜːri,,
composite,"kˈˈəmpɑːzət, kɑːmpɑːzət",,
conceptual,kˈˈənsɛptʃuːəl,,
conditional,kˈˈəndɪʃənəl,,
confidential,ˌkɑːnfəˈdɛnʃəl,,
congressional,kˈˈəngrɛʃənəl,,
consecutive,kˈˈənsɛkjətɪv,,
constituent,kˈˈənstɪtʃuːənt,,
constitutional,ˌkɑːnstəˈtuːʃənəl,,
constructive,kˈˈənstrʌktɪv,,
continental,"ˌkɑːntəˈnɛntəl, ˌkɑːntəˈnɛnəl",,
contingent,kˈˈəntɪndʒənt,,
contractual,kˈˈəntræktʃuːəl,,
convertible,kˈˈənvɜːrːtəbəl,,
coronary,ˈkɔrəˌnɛri,,
corrective,kˈˈɜːrˈɛktɪv,,
correspondent,ˌkɔrəˈspɑːndənt,,
credible,ˈkrɛdəbəl,,
crude,ˈkruːd,,
crude,ˈkruːd,,
cumulative,ˈkjuːmjələtɪv,,
cyclic,ˈsaɪklɪk,,
cyclical,"ˈsaɪklɪkəl, ˈsɪklɪkəl",,
decimal,ˈdɛsəməl,,
deductible,dˈˈɪˈdʌktəbəl,,
defective,dˈˈɪˈfɛktɪv,,
defensive,dˈˈɪˈfɛnsɪv,,
deliverable,"dˈˈɪˈlɪvɜːrəbəl, dɪˈlɪvrəbəl",,
demographic,ˌdɛməˈgræfɪk,,
deputy,"ˈdɛpjəti, ˈdɛpjuːti",,
desktop,ˈdɛsktɑːp,,
developmental,"dˈˈɪˌvɛləpmɛntəl, dɪˌvɛləpmɛnəl",,
diagnostic,ˌdaɪəgnɑːstɪk,,
differential,ˌdɪfɜːrˈɛnʃəl,,
dimensional,dˈˈɪˈmɛnʃənəl,,
diplomatic,ˌdɪpləˈmætɪk,,
discrete,dˈˈɪˈskriːt,,
discretionary,dˈˈɪˈskrɛʃəˌnɛri,,
dismal,ˈdɪzməl,,
disposable,dˈˈɪˈspoʊzəbəl,,
dissident,ˈdɪsədɪnt,,
folk,ˈfoʊk,,
fragile,ˈfrædʒəl,,
fraudulent,ˈfrɔdʒələnt,,
generic,dʒˈˈəˈnɛrɪk,,
grammatical,"grˈˈəˈmætəkəl, grəˈmætɪkəl",,
grave,ˈgreɪv,,
guerrilla,gˈˈɜːrˈɪlə,,
harsh,ˈhɑːrʃ,,
headline,ˈhɛdlaɪn,,
horizontal,ˌhɔrəˈzɑːntəl,,
hostile,"ˈhɑːstəl, hɑːˈstaɪl",,
hypothetical,"ˌhaɪpəˈθɛtəkəl, ˌhaɪpəˈθɛtɪkəl",,
ideological,ˌaɪdiːəˈlɑːdʒɪkəl,,
illogical,ˌɪˈlɑːdʒɪkəl,,
imminent,ˈɪmənənt,,
immune,ˌɪˈmjuːn,,
implicit,ˌɪmplɪsət,,
inappropriate,ˌɪnəˈproʊpriːɪt,,
incomplete,ˌɪnkəmpliːt,,
inconsistent,ˌɪnkənsɪstənt,,
incremental,ˌɪnkrəˈmɛntəl,,
indigenous,ˌɪndɪdʒənəs,,
inefficient,ˌɪnɪˈfɪʃənt,,
inferior,ˌɪnfɪriːɜːr,,
infinite,ˈɪnfənət,,
inflationary,ˌɪnfleɪʃəˌnɛri,,
inherent,ˌɪnˈhɛrənt,,
institutional,ˌɪnstɪˈtuːʃənəl,,
insurgent,ˌɪnsɜːrːdʒənt,,
intangible,ˌɪntændʒəbəl,,
integral,"ˈɪntəgrəl, ˈɪnəgrəl",,
interim,"ˈɪntɜːrəm, ˈɪntrəm, ˈɪnɜːrəm",,
interior,ˌɪntɪriːɜːr,,
intermediary,"ˌɪnɜːrmiːdiːɛri, ˌɪntɜːrmiːdiːɛri",,
intrinsic,ˌɪntrɪnsɪk,,
irrelevant,ˌɪˈrɛləvənt,,
judicial,dʒˈˈuːˈdɪʃəl,,
junk,ˈdʒʌŋk,,
knowledgeable,ˈnɑːlədʒəbəl,,
last,ˈlæst,,
last,ˈlæst,,
lateral,ˈlætɜːrəl,,
less,ˈlɛs,,
lesser,ˈlɛsɜːr,,
lexical,ˈlɛksɪkəl,,
liable,ˈlaɪəbəl,,
liable,ˈlaɪəbəl,,
likewise,ˈlaɪˌkwaɪz,,
linear,ˈlɪniːɜːr,,
linguistic,lˈˈɪŋˈgwɪstɪk,,
locally,ˈloʊkəli,,
longitudinal,ˌlɑːndʒəˈtuːdənəl,,
longitudinal,ˌlɑːndʒəˈtuːdənəl,,
macro,ˈmækroʊ,,
macroeconomic,"ˌmækroʊɛkəˈnɑːmɪk, ˌmækroʊiːkəˈnɑːmɪk",,
magnetic,mˈˈægnɛtɪk,,
magnetic,mˈˈægnɛtɪk,,
mainstream,ˈmeɪnstriːm,,
managerial,ˌmænɪˈdʒɪriːəl,,
mandatory,ˈmændəˌtɔri,,
many,ˈmɛni,,
marginal,ˈmɑːrdʒənəl,,
marketable,ˈmɑːrkətəbəl,,
master,ˈmæstɜːr,,
maternal,mˈˈəˈtɜːrːnəl,,
median,ˈmiːdiːən,,
mid,ˈmɪd,,
migrant,ˈmaɪgrənt,,
militant,ˈmɪlətənt,,
mini,ˈmɪni,,
minimal,ˈmɪnəməl,,
molecular,mˈˈəˈlɛkjəlɜːr,,
monetary,ˈmɑːnəˌtɛri,,
more,ˈmɔr,,
morphological,ˌmɔrfəˈlɑːdʒɪkəl,,
multinational,"ˌməltaɪˈnæʃənəl, ˌməltiːˈnæʃənəl",,
municipal,mjˈˈuːˈnɪsəpəl,,
nationalist,"ˈnæʃənələst, ˈnæʃənəlɪst, ˈnæʃnələst, ˈnæʃnəlɪst",,
negotiable,nˈˈəˈgoʊʃəbəl,,
neither,"ˈniːðɜːr, ˈnaɪðɜːr",,
neural,"ˈnʊrəl, njʊrəl",,
next,"ˈnɛkst, ˈnɛks",,
nominal,ˈnɑːmənəl,,
nominal,ˈnɑːmənəl,,
nonlinear,nˈˈɑːnlɪˌniːɜːr,,
notable,ˈnoʊtəbəl,,
null,ˈnʌl,,
obscure,ˈəbskjʊr,,
ongoing,"ˈɑːngoʊɪŋ, ˈɔngoʊɪŋ",,
operational,ˌɑːpɜːrˈeɪʃənəl,,
operative,ˈɑːpɜːrətɪv,,
optical,ˈɑːptɪkəl,,
optimal,ˈɑːptɪməl,,
optimum,ˈɑːptɪməm,,
organizational,ˌɔrgənəˈzeɪʃənəl,,
other,ˈʌðɜːr,,
outdated,ˈaʊtdeɪtɪd,,
outgoing,ˈaʊtgoʊɪŋ,,
outgoing,ˈaʊtgoʊɪŋ,,
outright,ˈaʊˈtraɪt,,
overdue,ˈoʊvɜːrduː,,
overhead,ˈoʊvɜːrˈhɛd,,
parallel,ˈpɛrəˌlɛl,,
parallel,ˈpɛrəˌlɛl,,
paramilitary,ˌpɛrəˈmɪləˌtɛri,,
parliamentary,ˌpɑːrləˈmɛntɜːri,,
payable,ˈpeɪəbəl,,
peacekeeping,ˈpiːˌskiːpɪŋ,,
pending,ˈpɛndɪŋ,,
periodic,ˌpɪriːˈɑːdɪk,,
peripheral,"pˈˈɜːrˈɪfɜːrəl, pɜːrˈɪfrəl",,
perpetual,pˈˈɜːrpɛtʃuːəl,,
pharmaceutical,ˌfɑːrməˈsuːtɪkəl,,
phenomenal,fˈˈəˈnɑːmənəl,,
phonological,ˌfoʊnəˈlɑːdʒɪkəl,,
photographic,ˌfoʊtəˈgræfɪk,,
physiological,ˌfɪziːəˈlɑːdʒɪkəl,,
plausible,ˈplɔzəbəl,,
plural,ˈplʊrəl,,
polar,ˈpoʊlɜːr,,
polar,ˈpoʊlɜːr,,
populist,ˈpɑːpjələst,,
portable,ˈpɔrtəbəl,,
pragmatic,prˈˈægmætɪk,,
premier,"prˈˈɛˈmɪr, priːˈmɪr",,
premium,ˈpriːmiːəm,,
problematic,ˌprɑːbləˈmætɪk,,
profound,prˈˈoʊˈfaʊnd,,
promotional,"prˈˈəˈmoʊʃənəl, pɜːrmoʊʃənəl",,
prone,ˈproʊn,,
prone,ˈproʊn,,
proportional,prˈˈəˈpɔrʃənəl,,
proprietary,prˈˈəˈpraɪəˌtɛri,,
prospective,prˈˈəˈspɛktɪv,,
provincial,prˈˈəˈvɪnʃəl,,
prudent,ˈpruːdənt,,
psychiatric,ˌsaɪkiːˈætrɪk,,
qualitative,ˈkwɑːləˌteɪtɪv,,
quantitative,ˈkwɑːntɪˌteɪtɪv,,
quarterly,ˈkwɔrtɜːrli,,
quasi,ˈkwɑːsi,,
radical,ˈrædɪkəl,,
radical,ˈrædɪkəl,,
random,ˈrændəm,,
reactive,rˈˈiːˈæktɪv,,
realizable,ˌriːəˈlaɪzəbəl,,
receivable,rˈˈɪˈsiːvəbəl,,
reformist,rˈˈɪˈfɔrmɪst,,
regardless,rˈˈəˈgɑːrdləs,,
regulatory,ˈrɛgjələˌtɔri,,
relational,rˈˈiːˈleɪʃənəl,,
renewable,rˈˈiːˈnuːəbəl,,
rental,ˈrɛntəl,,
residual,rˈˈɪˈzɪdʒuːəl,,
resistant,"rˈˈɪˈzɪstənt, riːˈzɪstənt",,
respective,"rˈˈɪˈspɛktɪv, riːˈspɛktɪv",,
restrictive,rˈˈiːˈstrɪktɪv,,
retail,ˈriːˌteɪl,,
rigid,"ˈrɪdʒəd, ˈrɪdʒɪd",,
rigid,"ˈrɪdʒəd, ˈrɪdʒɪd",,
rigorous,ˈrɪgɜːrəs,,
rival,ˈraɪvəl,,
robust,rˈˈoʊˈbʌst,,
satellite,ˈsætəˌlaɪt,,
scarce,ˈskɛrs,,
scratch,ˈskrætʃ,,
secular,ˈsɛkjəlɜːr,,
selective,sˈˈəˈlɛktɪv,,
semantic,sˈˈɪˈmæntɪk,,
sensory,ˈsɛnsɜːri,,
separatist,ˈsɛpɜːrətɪst,,
skeptical,"ˈskɛptəkəl, ˈskɛptɪkəl",,
slack,ˈslæk,,
socialist,ˈsoʊʃəlɪst,,
sole,ˈsoʊl,,
soluble,ˈsɑːljəbəl,,
soluble,ˈsɑːljəbəl,,
sovereign,ˈsɑːvrən,,
spacious,ˈspeɪʃəs,,
spatial,ˈspeɪʃəl,,
speculative,ˈspɛkjələtɪv,,
speculative,ˈspɛkjələtɪv,,
spontaneous,spˈˈɑːnteɪniːəs,,
static,ˈstætɪk,,
statistical,stˈˈəˈtɪstɪkəl,,
statutory,ˈstætʃəˌtɔri,,
sterling,ˈstɜːrːlɪŋ,,
sterling,ˈstɜːrːlɪŋ,,
stochastic,stˈˈoʊˈkæstɪk,,
structural,ˈstrʌktʃɜːrəl,,
subjective,sˈˈəbdʒɛktɪv,,
subordinate,"sˈˈəˈbɔrdəˌneɪt, səˈbɔrdənət",,
subsequent,ˈsʌbsəkwənt,,
subsidiary,sˈˈəbsɪdiːˌɛri,,
such,ˈsʌtʃ,,
supervisory,ˌsuːpɜːrvaɪzɜːri,,
surface,ˈsɜːrːfəs,,
surgical,ˈsɜːrːdʒɪkəl,,
surplus,ˈsɜːrːpləs,,
susceptible,sˈˈəˈsɛptəbəl,,
sustainable,sˈˈəˈsteɪnəbəl,,
synthetic,sˈˈɪnθɛtɪk,,
tactical,ˈtæktɪkəl,,
tangible,ˈtændʒəbəl,,
taxable,ˈtæksəbəl,,
temporal,ˈtɛmpɜːrəl,,
textile,ˈtɛkstaɪl,,
theoretical,ˌθiːɜːrˈɛtɪkəl,,
thermal,ˈθɜːrːməl,,
through,ˈθruː,,
tribal,ˈtraɪbəl,,
trim,ˈtrɪm,,
triple,ˈtrɪpəl,,
unattended,ˈənəˈtɛndɪd,,
under,ˈʌndɜːr,,
unfavorable,ˌənfeɪvɜːrəbəl,,
unintelligible,ˌənɪntɛlədʒəbəl,,
unpaid,ˈənpeɪd,,
unprecedented,ˈənprɛsɪˌdɛntɪd,,
unreal,ˈənriːl,,
unsecured,"ˌənsɪˈkjʊrd, ˌənsiːˈkjʊrd",,
unspecified,ˈənspɛsəˌfaɪd,,
unstable,ˈənsteɪbəl,,
upcoming,ˈʌpkəmɪŋ,,
variable,ˈvɛriːəbəl,,
vertical,ˈvɜːrːtɪkəl,,
viable,ˈvaɪəbəl,,
void,ˈvɔɪd,,
volatile,ˈvɑːlətəl,,
volatile,ˈvɑːlətəl,,
voluntary,ˈvɑːləntɛri,,
vulnerable,ˈvʌlnɜːrəbəl,,
wary,ˈwɛri,,
which,"ˈwɪtʃ, ˈhwɪtʃ",,
wholesale,ˈhoʊlseɪl,,
wireless,ˈwaɪrlɪs,,
yearly,ˈjɪrli,,
alas,ˈəˈlæs,,
hello,"hˈˈəˈloʊ, hɛˈloʊ",,
okay,ˌoʊˈkeɪ,,
sorry,ˈsɑːri,,
sorry,ˈsɑːri,,
yeah,ˈjæ,,
yes,ˈjɛs,,
action,ˈækʃən,,
action,ˈækʃən,,
action,ˈækʃən,,
action,ˈækʃən,,
activity,ˈæktɪvɪti,,
activity,ˈæktɪvɪti,,
actor,ˈæktɜːr,,
actor,ˈæktɜːr,,
address,"ˈæˌdrɛs, æˈdrɛs",,
address,"ˈæˌdrɛs, æˈdrɛs",,
address,"ˈæˌdrɛs, æˈdrɛs",,
afternoon,ˌæftɜːrnuːn,,
age,ˈeɪdʒ,,
age,ˈeɪdʒ,,
age,ˈeɪdʒ,,
airplane,ˈɛrpleɪn,,
airport,ˈɛrpɔrt,,
album,ˈælbəm,,
album,ˈælbəm,,
animal,ˈænəməl,,
answer,ˈænsɜːr,,
answer,ˈænsɜːr,,
apple,ˈæpəl,,
arm,ˈɑːrm,,
arm,ˈɑːrm,,
arm,ˈɑːrm,,
art,ˈɑːrt,,
art,ˈɑːrt,,
art,ˈɑːrt,,
article,"ˈɑːrtəkəl, ˈɑːrtɪkəl",,
article,"ˈɑːrtəkəl, ˈɑːrtɪkəl",,
article,"ˈɑːrtəkəl, ˈɑːrtɪkəl",,
article,"ˈɑːrtəkəl, ˈɑːrtɪkəl",,
aunt,"ˈænt, ˈɔnt",,
autumn,ˈɔtəm,,
baby,ˈbeɪbi,,
bag,ˈbæg,,
ball,ˈbɔl,,
ball,ˈbɔl,,
band,ˈbænd,,
band,ˈbænd,,
band,ˈbænd,,
bank,ˈbæŋk,,
bank,ˈbæŋk,,
baseball,ˈbeɪsbɔl,,
basketball,ˈbæskətbɔl,,
bat,ˈbæt,,
bat,ˈbæt,,
bath,ˈbæθ,,
bathroom,ˈbæˌθruːm,,
beach,ˈbiːtʃ,,
bear,ˈbɛr,,
bed,ˈbɛd,,
bedroom,ˈbɛˌdruːm,,
beef,ˈbiːf,,
bell,ˈbɛl,,
bicycle,ˈbaɪsɪkəl,,
bike,ˈbaɪk,,
bird,ˈbɜːrːd,,
birth,ˈbɜːrːθ,,
birthday,ˈbɜːrːθdeɪ,,
board,ˈbɔrd,,
board,ˈbɔrd,,
board,ˈbɔrd,,
boat,ˈboʊt,,
body,ˈbɑːdi,,
body,ˈbɑːdi,,
body,ˈbɑːdi,,
bone,ˈboʊn,,
book,ˈbʊk,,
bookstore,ˈbʊkstɔr,,
bottle,ˈbɑːtəl,,
bottom,ˈbɑːtəm,,
bowl,ˈboʊl,,
box,ˈbɑːks,,
boy,ˈbɔɪ,,
brain,ˈbreɪn,,
bread,ˈbrɛd,,
breakfast,ˈbrɛkfəst,,
bridge,ˈbrɪdʒ,,
brother,ˈbrʌðɜːr,,
brush,ˈbrʌʃ,,
bucket,ˈbʌkɪt,,
bus,ˈbʌs,,
business,"ˈbɪznəs, ˈbɪznɪs",,
business,"ˈbɪznəs, ˈbɪznɪs",,
button,ˈbʌtən,,
cake,ˈkeɪk,,
camera,"ˈkæmɜːrə, ˈkæmrə",,
camp,ˈkæmp,,
cap,ˈkæp,,
cap,ˈkæp,,
car,ˈkɑːr,,
card,ˈkɑːrd,,
case,ˈkeɪs,,
case,ˈkeɪs,,
case,ˈkeɪs,,
cat,ˈkæt,,
celebration,ˌsɛləˈbreɪʃən,,
chair,ˈtʃɛr,,
chair,ˈtʃɛr,,
character,ˈkɛrɪktɜːr,,
character,ˈkɛrɪktɜːr,,
character,ˈkɛrɪktɜːr,,
cheese,ˈtʃiːz,,
chicken,ˈtʃɪkən,,
child,ˈtʃaɪld,,
chocolate,ˈtʃɔklət,,
church,ˈtʃɜːrːtʃ,,
cinema,ˈsɪnəmə,,
circle,ˈsɜːrːkəl,,
circle,ˈsɜːrːkəl,,
city,ˈsɪti,,
class,ˈklæs,,
class,ˈklæs,,
class,ˈklæs,,
classroom,ˈklæsruːm,,
clock,ˈklɑːk,,
cloth,ˈklɔθ,,
clothes,"ˈkloʊðz, ˈkloʊz",,
cloud,ˈklaʊd,,
club,ˈklʌb,,
club,ˈklʌb,,
coach,ˈkoʊtʃ,,
coach,ˈkoʊtʃ,,
coat,ˈkoʊt,,
code,ˈkoʊd,,
code,ˈkoʊd,,
code,ˈkoʊd,,
coffee,"ˈkɑːfi, ˈkɔfi",,
collection,kˈˈəˈlɛkʃən,,
college,ˈkɑːlɪdʒ,,
color,"ˈkʌlɜːr, ˈkɔlɜːr",,
computer,kˈˈəmpjuːtɜːr,,
concert,"ˈkɑːnsɜːrt, kənsɜːrːt",,
contest,"ˈkɑːntɛst, kəntɛst",,
conversation,ˌkɑːnvɜːrseɪʃən,,
corn,ˈkɔrn,,
corner,ˈkɔrnɜːr,,
course,ˈkɔrs,,
course,ˈkɔrs,,
course,ˈkɔrs,,
cousin,ˈkʌzən,,
cover,ˈkʌvɜːr,,
cover,ˈkʌvɜːr,,
cover,ˈkʌvɜːr,,
cover,ˈkʌvɜːr,,
cow,ˈkaʊ,,
cream,ˈkriːm,,
culture,ˈkʌltʃɜːr,,
culture,ˈkʌltʃɜːr,,
cup,ˈkʌp,,
cup,ˈkʌp,,
cup,ˈkʌp,,
dad,ˈdæd,,
date,ˈdeɪt,,
date,ˈdeɪt,,
date,ˈdeɪt,,
daughter,ˈdɔtɜːr,,
day,ˈdeɪ,,
day,ˈdeɪ,,
desk,ˈdɛsk,,
desk,ˈdɛsk,,
dictionary,ˈdɪkʃəˌnɛri,,
difference,"ˈdɪfɜːrəns, ˈdɪfrəns",,
difference,"ˈdɪfɜːrəns, ˈdɪfrəns",,
dinner,ˈdɪnɜːr,,
dish,ˈdɪʃ,,
dish,ˈdɪʃ,,
doctor,"ˈdɑːktɜːr, ˈdɔktɜːr",,
doctor,"ˈdɑːktɜːr, ˈdɔktɜːr",,
dog,ˈdɔg,,
dollar,"ˈdɑːlɜːr, ˈdɔlɜːr",,
door,ˈdɔr,,
drama,ˈdrɑːmə,,
drama,ˈdrɑːmə,,
dream,ˈdriːm,,
dream,ˈdriːm,,
dress,ˈdrɛs,,
dress,ˈdrɛs,,
driver,ˈdraɪvɜːr,,
driver,ˈdraɪvɜːr,,
e-mail,ˈiːˌmeɪl,,
ear,"ˈiːr, ˈɪr",,
ear,"ˈiːr, ˈɪr",,
egg,ˈɛg,,
end,ˈɛnd,,
end,ˈɛnd,,
engineer,ˈɛndʒəˈnɪr,,
evening,ˈiːvnɪŋ,,
event,"ˈɪˈvɛnt, iːˈvɛnt",,
event,"ˈɪˈvɛnt, iːˈvɛnt",,
example,ˈɪgzæmpəl,,
eye,ˈaɪ,,
eye,ˈaɪ,,
eye,ˈaɪ,,
face,ˈfeɪs,,
face,ˈfeɪs,,
face,ˈfeɪs,,
face,ˈfeɪs,,
factory,ˈfæktɜːri,,
family,"ˈfæməli, ˈfæmli",,
fan,ˈfæn,,
fan,ˈfæn,,
farm,ˈfɑːrm,,
farmer,ˈfɑːrmɜːr,,
father,ˈfɑːðɜːr,,
festival,"ˈfɛstəvəl, ˈfɛstɪvəl",,
fever,ˈfiːvɜːr,,
field,ˈfiːld,,
field,ˈfiːld,,
field,ˈfiːld,,
fight,ˈfaɪt,,
finish,ˈfɪnɪʃ,,
fire,"ˈfaɪɜːr, ˈfaɪr",,
fire,"ˈfaɪɜːr, ˈfaɪr",,
fire,"ˈfaɪɜːr, ˈfaɪr",,
fish,ˈfɪʃ,,
flag,ˈflæg,,
floor,ˈflɔr,,
floor,ˈflɔr,,
floor,ˈflɔr,,
flower,ˈflaʊɜːr,,
food,ˈfuːd,,
football,ˈfʊtbɔl,,
foreigner,"ˈfɔrənɜːr, ˈfɑːrənɜːr, ˈfɔrnɜːr, ˈfɑːrnɜːr",,
form,ˈfɔrm,,
form,ˈfɔrm,,
form,ˈfɔrm,,
friend,ˈfrɛnd,,
fruit,ˈfruːt,,
fruit,ˈfruːt,,
future,ˈfjuːtʃɜːr,,
game,ˈgeɪm,,
game,ˈgeɪm,,
garbage,ˈgɑːrbɪdʒ,,
garden,ˈgɑːrdən,,
ghost,ˈgoʊst,,
gift,ˈgɪft,,
gift,ˈgɪft,,
girl,ˈgɜːrːl,,
glass,ˈglæs,,
glass,ˈglæs,,
glass,ˈglæs,,
goal,ˈgoʊl,,
goal,ˈgoʊl,,
grade,ˈgreɪd,,
grade,ˈgreɪd,,
grade,ˈgreɪd,,
grammar,ˈgræmɜːr,,
grandmother,ˈgrændməðɜːr,,
grass,ˈgræs,,
group,ˈgruːp,,
guest,ˈgɛst,,
guitar,gˈˈɪˈtɑːr,,
guy,ˈgaɪ,,
habit,ˈhæbət,,
hair,ˈhɛr,,
half,ˈhæf,,
hall,ˈhɔl,,
hall,ˈhɔl,,
hat,ˈhæt,,
headache,ˈhɛˌdeɪk,,
health,ˈhɛlθ,,
heart,ˈhɑːrt,,
heart,ˈhɑːrt,,
heart,ˈhɑːrt,,
hill,ˈhɪl,,
history,"ˈhɪstɜːri, ˈhɪstri",,
hobby,ˈhɑːbi,,
hole,ˈhoʊl,,
holiday,"ˈhɑːləˌdeɪ, ˈhɑːlɪˌdeɪ",,
holiday,"ˈhɑːləˌdeɪ, ˈhɑːlɪˌdeɪ",,
home,ˈhoʊm,,
homework,ˈhoʊmwɜːrːk,,
hope,ˈhoʊp,,
horse,ˈhɔrs,,
hospital,ˈhɑːˌspɪtəl,,
hotel,hˈˈoʊˈtɛl,,
hour,"ˈaʊɜːr, ˈaʊr",,
house,ˈhaʊs,,
husband,ˈhʌzbənd,,
ice,ˈaɪs,,
idea,ˈaɪˈdiːə,,
information,ˌɪnfɔrmeɪʃən,,
internet,ˈɪntɜːrnɛt,,
interviewer,ˈɪntɜːrvjuːɜːr,,
island,ˈaɪlənd,,
item,ˈaɪtəm,,
jacket,"ˈdʒækət, ˈdʒækɪt",,
jet,ˈdʒɛt,,
jet,ˈdʒɛt,,
jewelry,"ˈdʒuːəlri, ˈdʒuːlri, ˈdʒuːlɜːri",,
job,"ˈdʒɑːb, ˈdʒoʊb",,
juice,ˈdʒuːs,,
key,ˈkiː,,
key,ˈkiː,,
key,ˈkiː,,
key,ˈkiː,,
kid,ˈkɪd,,
kind,ˈkaɪnd,,
king,ˈkɪŋ,,
kitchen,ˈkɪtʃən,,
knee,ˈniː,,
knife,ˈnaɪf,,
lady,ˈleɪdi,,
language,"ˈlæŋgwədʒ, ˈlæŋgwɪdʒ",,
leader,ˈliːdɜːr,,
leaf,ˈliːf,,
leg,ˈlɛg,,
lesson,ˈlɛsən,,
lesson,ˈlɛsən,,
letter,ˈlɛtɜːr,,
letter,ˈlɛtɜːr,,
library,ˈlaɪbrɛˌriː,,
life,ˈlaɪf,,
life,ˈlaɪf,,
list,ˈlɪst,,
luck,ˈlʌk,,
lunch,ˈlʌntʃ,,
machine,mˈˈəˈʃiːn,,
machine,mˈˈəˈʃiːn,,
magazine,ˈmægəˌziːn,,
magazine,ˈmægəˌziːn,,
mail,ˈmeɪl,,
mail,ˈmeɪl,,
man,ˈmæn,,
man,ˈmæn,,
map,ˈmæp,,
march,ˈmɑːrtʃ,,
march,ˈmɑːrtʃ,,
match,ˈmætʃ,,
match,ˈmætʃ,,
match,ˈmætʃ,,
matter,ˈmætɜːr,,
matter,ˈmætɜːr,,
matter,ˈmætɜːr,,
meal,ˈmiːl,,
meat,ˈmiːt,,
meat,ˈmiːt,,
medicine,ˈmɛdəsən,,
medicine,ˈmɛdəsən,,
memory,ˈmɛmɜːri,,
memory,ˈmɛmɜːri,,
memory,ˈmɛmɜːri,,
message,"ˈmɛsədʒ, ˈmɛsɪdʒ",,
message,"ˈmɛsədʒ, ˈmɛsɪdʒ",,
milk,ˈmɪlk,,
mind,ˈmaɪnd,,
mind,ˈmaɪnd,,
minute,"ˈmɪnət, maɪˈnuːt, maɪnjuːt",,
minute,"ˈmɪnət, maɪˈnuːt, maɪnjuːt",,
minute,"ˈmɪnət, maɪˈnuːt, maɪnjuːt",,
mom,ˈmɑːm,,
moment,ˈmoʊmənt,,
money,ˈmʌni,,
monkey,ˈmʌŋki,,
month,ˈmʌnθ,,
moon,ˈmuːn,,
morning,ˈmɔrnɪŋ,,
message,"ˈmɛsədʒ, ˈmɛsɪdʒ",,
message,"ˈmɛsədʒ, ˈmɛsɪdʒ",,
milk,ˈmɪlk,,
mind,ˈmaɪnd,,
mind,ˈmaɪnd,,
minute,"ˈmɪnət, maɪˈnuːt, maɪnjuːt",,
minute,"ˈmɪnət, maɪˈnuːt, maɪnjuːt",,
minute,"ˈmɪnət, maɪˈnuːt, maɪnjuːt",,
mom,ˈmɑːm,,
moment,ˈmoʊmənt,,
money,ˈmʌni,,
monkey,ˈmʌŋki,,
month,ˈmʌnθ,,
moon,ˈmuːn,,
morning,ˈmɔrnɪŋ,,
mother,ˈmʌðɜːr,,
mountain,ˈmaʊntən,,
mountain,ˈmaʊntən,,
mouse,ˈmaʊs,,
mouse,ˈmaʊs,,
mouth,ˈmaʊθ,,
mouth,ˈmaʊθ,,
movie,ˈmuːvi,,
music,ˈmjuːzɪk,,
musician,mjˈˈuːˈzɪʃən,,
name,ˈneɪm,,
name,ˈneɪm,,
neck,ˈnɛk,,
neck,ˈnɛk,,
neighbor,ˈneɪbɜːr,,
news,"ˈnuːz, njuːz",,
newspaper,ˈnuːzpeɪpɜːr,,
night,ˈnaɪt,,
noise,ˈnɔɪz,,
nose,ˈnoʊz,,
nose,ˈnoʊz,,
number,ˈnʌmbɜːr,,
number,ˈnʌmbɜːr,,
number,ˈnʌmbɜːr,,
nurse,ˈnɜːrːs,,
office,ˈɔfəs,,
office,ˈɔfəs,,
officer,"ˈɔfəsɜːr, ˈɔfɪsɜːr",,
officer,"ˈɔfəsɜːr, ˈɔfɪsɜːr",,
officer,"ˈɔfəsɜːr, ˈɔfɪsɜːr",,
opera,ˈɑːprə,,
owner,ˈoʊnɜːr,,
page,ˈpeɪdʒ,,
pair,ˈpɛr,,
paper,ˈpeɪpɜːr,,
paper,ˈpeɪpɜːr,,
paper,ˈpeɪpɜːr,,
paper,ˈpeɪpɜːr,,
paragraph,"ˈpærəˌgræf, ˈpɛrəˌgræf",,
parent,ˈpɛrənt,,
partner,ˈpɑːrtnɜːr,,
partner,ˈpɑːrtnɜːr,,
party,ˈpɑːrti,,
party,ˈpɑːrti,,
party,ˈpɑːrti,,
peace,ˈpiːs,,
pen,ˈpɛn,,
pen,ˈpɛn,,
people,ˈpiːpəl,,
people,ˈpiːpəl,,
period,ˈpɪriːəd,,
period,ˈpɪriːəd,,
period,ˈpɪriːəd,,
period,ˈpɪriːəd,,
person,ˈpɜːrːsən,,
pet,ˈpɛt,,
photo,ˈfoʊˌtoʊ,,
piano,"pˈˈiːˈænoʊ, piːˈænə",,
picnic,ˈpɪknɪk,,
picture,ˈpɪktʃɜːr,,
