word,ipa,source,original_ipa
however,hˈaʊɛvɜːr,,
whilst,wˈaɪlst,,
have,hˈæv,,
ought,ˈɔt,,
former,fˈɔrmɜːr,,
own,ˈoʊn,,
abdominal,"ˈæbdɑːmənəl, əbdɑːmənəl",,
accountable,ˈəkaʊntəbəl,,
acidic,ˈəsɪdɪk,,
adaptive,ˈədæptɪv,,
adjacent,ˈədʒeɪsənt,,
advisory,ˈædvaɪzɜːri,,
aesthetic,ˈɛsθɛtɪk,,
alert,ˈəlɜːrːt,,
alternate,"ˈɔltɜːrnət, ɔltɜːrneɪt",,
alternate,"ˈɔltɜːrnət, ɔltɜːrneɪt",,
analytic,ˈænəlɪtɪk,,
analytical,ˈænəlɪtɪkəl,,
antibiotic,"ˈæntiːbaɪɑːtɪk, æntaɪbaɪɑːtɪk",,
antitrust,ˈæntaɪtrʌst,,
any,ˈɛni,,
any,ˈɛni,,
any,ˈɛni,,
applicable,ˈæpləkəbəl,,
arbitrary,"ˈɑːrbətrɛri, ɑːrbɪtrɛri",,
attributable,ˈətrɪbjətəbəl,,
auto,ˈɔtoʊ,,
autonomous,ˈɔtɑːnəməs,,
averse,ˈəvɜːrːs,,
bacterial,bˈæktɪriːəl,,
bankrupt,bˈæŋkrəpt,,
behavioral,"bˈɪheɪvjɜːrəl, biːheɪvjɜːrəl",,
bilateral,bˈaɪlætɜːrəl,,
binary,bˈaɪnəriː,,
broadband,brˈɔdbænd,,
brutal,brˈuːtəl,,
bureaucratic,bjˈʊrəkrætɪk,,
capital,kˈæpɪtəl,,
capital,kˈæpɪtəl,,
capital,kˈæpɪtəl,,
charitable,"tʃˈærətəbəl, tʃɛrətəbəl",,
chronic,krˈɑːnɪk,,
clinical,"klˈɪnəkəl, klɪnɪkəl",,
clinical,"klˈɪnəkəl, klɪnɪkəl",,
cognitive,kˈɑːgnɪtɪv,,
collateral,kˈəlætɜːrəl,,
collective,kˈəlɛktɪv,,
compact,"kˈɑːmpækt, kəmpækt",,
comparable,"kˈɑːmprəbəl, kəmpærəbəl",,
comparative,kˈəmpærətɪv,,
complimentary,kˈɑːmpləmɛntɜːri,,
complimentary,kˈɑːmpləmɛntɜːri,,
composite,"kˈəmpɑːzət, kɑːmpɑːzət",,
conceptual,kˈənsɛptʃuːəl,,
conditional,kˈəndɪʃənəl,,
confidential,kˈɑːnfədɛnʃəl,,
congressional,kˈəngrɛʃənəl,,
consecutive,kˈənsɛkjətɪv,,
constituent,kˈənstɪtʃuːənt,,
constitutional,kˈɑːnstətuːʃənəl,,
constructive,kˈənstrʌktɪv,,
continental,"kˈɑːntənɛntəl, kɑːntənɛnəl",,
contingent,kˈəntɪndʒənt,,
contractual,kˈəntræktʃuːəl,,
convertible,kˈənvɜːrːtəbəl,,
coronary,kˈɔrənɛri,,
corrective,kˈɜːrɛktɪv,,
correspondent,kˈɔrəspɑːndənt,,
credible,krˈɛdəbəl,,
crude,krˈuːd,,
crude,krˈuːd,,
cumulative,kjˈuːmjələtɪv,,
cyclic,sˈaɪklɪk,,
cyclical,"sˈaɪklɪkəl, sɪklɪkəl",,
decimal,dˈɛsəməl,,
deductible,dˈɪdʌktəbəl,,
defective,dˈɪfɛktɪv,,
defensive,dˈɪfɛnsɪv,,
deliverable,"dˈɪlɪvɜːrəbəl, dɪlɪvrəbəl",,
demographic,dˈɛməgræfɪk,,
deputy,"dˈɛpjəti, dɛpjuːti",,
desktop,dˈɛsktɑːp,,
developmental,"dˈɪvɛləpmɛntəl, dɪvɛləpmɛnəl",,
diagnostic,dˈaɪəgnɑːstɪk,,
differential,dˈɪfɜːrɛnʃəl,,
dimensional,dˈɪmɛnʃənəl,,
diplomatic,dˈɪpləmætɪk,,
discrete,dˈɪskriːt,,
discretionary,dˈɪskrɛʃənɛri,,
dismal,dˈɪzməl,,
disposable,dˈɪspoʊzəbəl,,
dissident,dˈɪsədɪnt,,
folk,fˈoʊk,,
fragile,frˈædʒəl,,
fraudulent,frˈɔdʒələnt,,
generic,dʒˈənɛrɪk,,
grammatical,"grˈəmætəkəl, grəmætɪkəl",,
grave,grˈeɪv,,
guerrilla,gˈɜːrɪlə,,
harsh,hˈɑːrʃ,,
headline,hˈɛdlaɪn,,
horizontal,hˈɔrəzɑːntəl,,
hostile,"hˈɑːstəl, hɑːstaɪl",,
hypothetical,"hˈaɪpəθɛtəkəl, haɪpəθɛtɪkəl",,
ideological,ˈaɪdiːəlɑːdʒɪkəl,,
illogical,ˈɪlɑːdʒɪkəl,,
imminent,ˈɪmənənt,,
immune,ˈɪmjuːn,,
implicit,ˈɪmplɪsət,,
inappropriate,ˈɪnəproʊpriːɪt,,
incomplete,ˈɪnkəmpliːt,,
inconsistent,ˈɪnkənsɪstənt,,
incremental,ˈɪnkrəmɛntəl,,
indigenous,ˈɪndɪdʒənəs,,
inefficient,ˈɪnɪfɪʃənt,,
inferior,ˈɪnfɪriːɜːr,,
infinite,ˈɪnfənət,,
inflationary,ˈɪnfleɪʃənɛri,,
inherent,ˈɪnhɛrənt,,
institutional,ˈɪnstɪtuːʃənəl,,
insurgent,ˈɪnsɜːrːdʒənt,,
intangible,ˈɪntændʒəbəl,,
integral,"ˈɪntəgrəl, ɪnəgrəl",,
interim,"ˈɪntɜːrəm, ɪntrəm, ɪnɜːrəm",,
interior,ˈɪntɪriːɜːr,,
intermediary,"ˈɪnɜːrmiːdiːɛri, ɪntɜːrmiːdiːɛri",,
intrinsic,ˈɪntrɪnsɪk,,
irrelevant,ˈɪrɛləvənt,,
judicial,dʒˈuːdɪʃəl,,
junk,dʒˈʌŋk,,
knowledgeable,nˈɑːlədʒəbəl,,
last,lˈæst,,
last,lˈæst,,
lateral,lˈætɜːrəl,,
less,lˈɛs,,
lesser,lˈɛsɜːr,,
lexical,lˈɛksɪkəl,,
liable,lˈaɪəbəl,,
liable,lˈaɪəbəl,,
likewise,lˈaɪkwaɪz,,
linear,lˈɪniːɜːr,,
linguistic,lˈɪŋgwɪstɪk,,
locally,lˈoʊkəli,,
longitudinal,lˈɑːndʒətuːdənəl,,
longitudinal,lˈɑːndʒətuːdənəl,,
macro,mˈækroʊ,,
macroeconomic,"mˈækroʊɛkənɑːmɪk, mækroʊiːkənɑːmɪk",,
magnetic,mˈægnɛtɪk,,
magnetic,mˈægnɛtɪk,,
mainstream,mˈeɪnstriːm,,
managerial,mˈænɪdʒɪriːəl,,
mandatory,mˈændətɔri,,
many,mˈɛni,,
marginal,mˈɑːrdʒənəl,,
marketable,mˈɑːrkətəbəl,,
master,mˈæstɜːr,,
maternal,mˈətɜːrːnəl,,
median,mˈiːdiːən,,
mid,mˈɪd,,
migrant,mˈaɪgrənt,,
militant,mˈɪlətənt,,
mini,mˈɪni,,
minimal,mˈɪnəməl,,
molecular,mˈəlɛkjəlɜːr,,
monetary,mˈɑːnətɛri,,
more,mˈɔr,,
morphological,mˈɔrfəlɑːdʒɪkəl,,
multinational,"mˈəltaɪnæʃənəl, məltiːnæʃənəl",,
municipal,mjˈuːnɪsəpəl,,
nationalist,"nˈæʃənələst, næʃənəlɪst, næʃnələst, næʃnəlɪst",,
negotiable,nˈəgoʊʃəbəl,,
neither,"nˈiːðɜːr, naɪðɜːr",,
neural,"nˈʊrəl, njʊrəl",,
next,"nˈɛkst, nɛks",,
nominal,nˈɑːmənəl,,
nominal,nˈɑːmənəl,,
nonlinear,nˈɑːnlɪniːɜːr,,
notable,nˈoʊtəbəl,,
null,nˈʌl,,
obscure,ˈəbskjʊr,,
ongoing,"ˈɑːngoʊɪŋ, ɔngoʊɪŋ",,
operational,ˈɑːpɜːreɪʃənəl,,
operative,ˈɑːpɜːrətɪv,,
optical,ˈɑːptɪkəl,,
optimal,ˈɑːptɪməl,,
optimum,ˈɑːptɪməm,,
organizational,ˈɔrgənəzeɪʃənəl,,
other,ˈʌðɜːr,,
outdated,ˈaʊtdeɪtɪd,,
outgoing,ˈaʊtgoʊɪŋ,,
outgoing,ˈaʊtgoʊɪŋ,,
outright,ˈaʊtraɪt,,
overdue,ˈoʊvɜːrduː,,
overhead,ˈoʊvɜːrhɛd,,
parallel,pˈɛrəlɛl,,
parallel,pˈɛrəlɛl,,
paramilitary,pˈɛrəmɪlətɛri,,
parliamentary,pˈɑːrləmɛntɜːri,,
payable,pˈeɪəbəl,,
peacekeeping,pˈiːskiːpɪŋ,,
pending,pˈɛndɪŋ,,
periodic,pˈɪriːɑːdɪk,,
peripheral,"pˈɜːrɪfɜːrəl, pɜːrɪfrəl",,
perpetual,pˈɜːrpɛtʃuːəl,,
pharmaceutical,fˈɑːrməsuːtɪkəl,,
phenomenal,fˈənɑːmənəl,,
phonological,fˈoʊnəlɑːdʒɪkəl,,
photographic,fˈoʊtəgræfɪk,,
physiological,fˈɪziːəlɑːdʒɪkəl,,
plausible,plˈɔzəbəl,,
plural,plˈʊrəl,,
polar,pˈoʊlɜːr,,
polar,pˈoʊlɜːr,,
populist,pˈɑːpjələst,,
portable,pˈɔrtəbəl,,
pragmatic,prˈægmætɪk,,
premier,"prˈɛmɪr, priːmɪr",,
premium,prˈiːmiːəm,,
problematic,prˈɑːbləmætɪk,,
profound,prˈoʊfaʊnd,,
promotional,"prˈəmoʊʃənəl, pɜːrmoʊʃənəl",,
prone,prˈoʊn,,
prone,prˈoʊn,,
proportional,prˈəpɔrʃənəl,,
proprietary,prˈəpraɪətɛri,,
prospective,prˈəspɛktɪv,,
provincial,prˈəvɪnʃəl,,
prudent,prˈuːdənt,,
psychiatric,sˈaɪkiːætrɪk,,
qualitative,kwˈɑːləteɪtɪv,,
quantitative,kwˈɑːntɪteɪtɪv,,
quarterly,kwˈɔrtɜːrli,,
quasi,kwˈɑːsi,,
radical,rˈædɪkəl,,
radical,rˈædɪkəl,,
random,rˈændəm,,
reactive,rˈiːæktɪv,,
realizable,rˈiːəlaɪzəbəl,,
receivable,rˈɪsiːvəbəl,,
reformist,rˈɪfɔrmɪst,,
regardless,rˈəgɑːrdləs,,
regulatory,rˈɛgjələtɔri,,
relational,rˈiːleɪʃənəl,,
renewable,rˈiːnuːəbəl,,
rental,rˈɛntəl,,
residual,rˈɪzɪdʒuːəl,,
resistant,"rˈɪzɪstənt, riːzɪstənt",,
respective,"rˈɪspɛktɪv, riːspɛktɪv",,
restrictive,rˈiːstrɪktɪv,,
retail,rˈiːteɪl,,
rigid,"rˈɪdʒəd, rɪdʒɪd",,
rigid,"rˈɪdʒəd, rɪdʒɪd",,
rigorous,rˈɪgɜːrəs,,
rival,rˈaɪvəl,,
robust,rˈoʊbʌst,,
satellite,sˈætəlaɪt,,
scarce,skˈɛrs,,
scratch,skrˈætʃ,,
secular,sˈɛkjəlɜːr,,
selective,sˈəlɛktɪv,,
semantic,sˈɪmæntɪk,,
sensory,sˈɛnsɜːri,,
separatist,sˈɛpɜːrətɪst,,
skeptical,"skˈɛptəkəl, skɛptɪkəl",,
slack,slˈæk,,
socialist,sˈoʊʃəlɪst,,
sole,sˈoʊl,,
soluble,sˈɑːljəbəl,,
soluble,sˈɑːljəbəl,,
sovereign,sˈɑːvrən,,
spacious,spˈeɪʃəs,,
spatial,spˈeɪʃəl,,
speculative,spˈɛkjələtɪv,,
speculative,spˈɛkjələtɪv,,
spontaneous,spˈɑːnteɪniːəs,,
static,stˈætɪk,,
statistical,stˈətɪstɪkəl,,
statutory,stˈætʃətɔri,,
sterling,stˈɜːrːlɪŋ,,
sterling,stˈɜːrːlɪŋ,,
stochastic,stˈoʊkæstɪk,,
structural,strˈʌktʃɜːrəl,,
subjective,sˈəbdʒɛktɪv,,
subordinate,"sˈəbɔrdəneɪt, səbɔrdənət",,
subsequent,sˈʌbsəkwənt,,
subsidiary,sˈəbsɪdiːɛri,,
such,sˈʌtʃ,,
supervisory,sˈuːpɜːrvaɪzɜːri,,
surface,sˈɜːrːfəs,,
surgical,sˈɜːrːdʒɪkəl,,
surplus,sˈɜːrːpləs,,
susceptible,sˈəsɛptəbəl,,
sustainable,sˈəsteɪnəbəl,,
synthetic,sˈɪnθɛtɪk,,
tactical,tˈæktɪkəl,,
tangible,tˈændʒəbəl,,
taxable,tˈæksəbəl,,
temporal,tˈɛmpɜːrəl,,
textile,tˈɛkstaɪl,,
theoretical,θˈiːɜːrɛtɪkəl,,
thermal,θˈɜːrːməl,,
through,θrˈuː,,
tribal,trˈaɪbəl,,
trim,trˈɪm,,
triple,trˈɪpəl,,
unattended,ˈənətɛndɪd,,
under,ˈʌndɜːr,,
unfavorable,ˈənfeɪvɜːrəbəl,,
unintelligible,ˈənɪntɛlədʒəbəl,,
unpaid,ˈənpeɪd,,
unprecedented,ˈənprɛsɪdɛntɪd,,
unreal,ˈənriːl,,
unsecured,"ˈənsɪkjʊrd, ənsiːkjʊrd",,
unspecified,ˈənspɛsəfaɪd,,
unstable,ˈənsteɪbəl,,
upcoming,ˈʌpkəmɪŋ,,
variable,vˈɛriːəbəl,,
vertical,vˈɜːrːtɪkəl,,
viable,vˈaɪəbəl,,
void,vˈɔɪd,,
volatile,vˈɑːlətəl,,
volatile,vˈɑːlətəl,,
voluntary,vˈɑːləntɛri,,
vulnerable,vˈʌlnɜːrəbəl,,
wary,wˈɛri,,
which,"wˈɪtʃ, hwɪtʃ",,
wholesale,hˈoʊlseɪl,,
wireless,wˈaɪrlɪs,,
yearly,jˈɪrli,,
alas,ˈəlæs,,
hello,"hˈəloʊ, hɛloʊ",,
okay,ˈoʊkeɪ,,
sorry,sˈɑːri,,
sorry,sˈɑːri,,
yeah,jˈæ,,
yes,jˈɛs,,
action,ˈækʃən,,
action,ˈækʃən,,
action,ˈækʃən,,
action,ˈækʃən,,
activity,ˈæktɪvɪti,,
activity,ˈæktɪvɪti,,
actor,ˈæktɜːr,,
actor,ˈæktɜːr,,
address,"ˈædrɛs, ædrɛs",,
address,"ˈædrɛs, ædrɛs",,
address,"ˈædrɛs, ædrɛs",,
afternoon,ˈæftɜːrnuːn,,
age,ˈeɪdʒ,,
age,ˈeɪdʒ,,
age,ˈeɪdʒ,,
airplane,ˈɛrpleɪn,,
airport,ˈɛrpɔrt,,
album,ˈælbəm,,
album,ˈælbəm,,
animal,ˈænəməl,,
answer,ˈænsɜːr,,
answer,ˈænsɜːr,,
apple,ˈæpəl,,
arm,ˈɑːrm,,
arm,ˈɑːrm,,
arm,ˈɑːrm,,
art,ˈɑːrt,,
art,ˈɑːrt,,
art,ˈɑːrt,,
article,"ˈɑːrtəkəl, ɑːrtɪkəl",,
article,"ˈɑːrtəkəl, ɑːrtɪkəl",,
article,"ˈɑːrtəkəl, ɑːrtɪkəl",,
article,"ˈɑːrtəkəl, ɑːrtɪkəl",,
aunt,"ˈænt, ɔnt",,
autumn,ˈɔtəm,,
baby,bˈeɪbi,,
bag,bˈæg,,
ball,bˈɔl,,
ball,bˈɔl,,
band,bˈænd,,
band,bˈænd,,
band,bˈænd,,
bank,bˈæŋk,,
bank,bˈæŋk,,
baseball,bˈeɪsbɔl,,
basketball,bˈæskətbɔl,,
bat,bˈæt,,
bat,bˈæt,,
bath,bˈæθ,,
bathroom,bˈæθruːm,,
beach,bˈiːtʃ,,
bear,bˈɛr,,
bed,bˈɛd,,
bedroom,bˈɛdruːm,,
beef,bˈiːf,,
bell,bˈɛl,,
bicycle,bˈaɪsɪkəl,,
bike,bˈaɪk,,
bird,bˈɜːrːd,,
birth,bˈɜːrːθ,,
birthday,bˈɜːrːθdeɪ,,
board,bˈɔrd,,
board,bˈɔrd,,
board,bˈɔrd,,
boat,bˈoʊt,,
body,bˈɑːdi,,
body,bˈɑːdi,,
body,bˈɑːdi,,
bone,bˈoʊn,,
book,bˈʊk,,
bookstore,bˈʊkstɔr,,
bottle,bˈɑːtəl,,
bottom,bˈɑːtəm,,
bowl,bˈoʊl,,
box,bˈɑːks,,
boy,bˈɔɪ,,
brain,brˈeɪn,,
bread,brˈɛd,,
breakfast,brˈɛkfəst,,
bridge,brˈɪdʒ,,
brother,brˈʌðɜːr,,
brush,brˈʌʃ,,
bucket,bˈʌkɪt,,
bus,bˈʌs,,
business,"bˈɪznəs, bɪznɪs",,
business,"bˈɪznəs, bɪznɪs",,
button,bˈʌtən,,
cake,kˈeɪk,,
camera,"kˈæmɜːrə, kæmrə",,
camp,kˈæmp,,
cap,kˈæp,,
cap,kˈæp,,
car,kˈɑːr,,
card,kˈɑːrd,,
case,kˈeɪs,,
case,kˈeɪs,,
case,kˈeɪs,,
cat,kˈæt,,
celebration,sˈɛləbreɪʃən,,
chair,tʃˈɛr,,
chair,tʃˈɛr,,
character,kˈɛrɪktɜːr,,
character,kˈɛrɪktɜːr,,
character,kˈɛrɪktɜːr,,
cheese,tʃˈiːz,,
chicken,tʃˈɪkən,,
child,tʃˈaɪld,,
chocolate,tʃˈɔklət,,
church,tʃˈɜːrːtʃ,,
cinema,sˈɪnəmə,,
circle,sˈɜːrːkəl,,
circle,sˈɜːrːkəl,,
city,sˈɪti,,
class,klˈæs,,
class,klˈæs,,
class,klˈæs,,
classroom,klˈæsruːm,,
clock,klˈɑːk,,
cloth,klˈɔθ,,
clothes,"klˈoʊðz, kloʊz",,
cloud,klˈaʊd,,
club,klˈʌb,,
club,klˈʌb,,
coach,kˈoʊtʃ,,
coach,kˈoʊtʃ,,
coat,kˈoʊt,,
code,kˈoʊd,,
code,kˈoʊd,,
code,kˈoʊd,,
coffee,"kˈɑːfi, kɔfi",,
collection,kˈəlɛkʃən,,
college,kˈɑːlɪdʒ,,
color,"kˈʌlɜːr, kɔlɜːr",,
computer,kˈəmpjuːtɜːr,,
concert,"kˈɑːnsɜːrt, kənsɜːrːt",,
contest,"kˈɑːntɛst, kəntɛst",,
conversation,kˈɑːnvɜːrseɪʃən,,
corn,kˈɔrn,,
corner,kˈɔrnɜːr,,
course,kˈɔrs,,
course,kˈɔrs,,
course,kˈɔrs,,
cousin,kˈʌzən,,
cover,kˈʌvɜːr,,
cover,kˈʌvɜːr,,
cover,kˈʌvɜːr,,
cover,kˈʌvɜːr,,
cow,kˈaʊ,,
cream,krˈiːm,,
culture,kˈʌltʃɜːr,,
culture,kˈʌltʃɜːr,,
cup,kˈʌp,,
cup,kˈʌp,,
cup,kˈʌp,,
dad,dˈæd,,
date,dˈeɪt,,
date,dˈeɪt,,
date,dˈeɪt,,
daughter,dˈɔtɜːr,,
day,dˈeɪ,,
day,dˈeɪ,,
desk,dˈɛsk,,
desk,dˈɛsk,,
dictionary,dˈɪkʃənɛri,,
difference,"dˈɪfɜːrəns, dɪfrəns",,
difference,"dˈɪfɜːrəns, dɪfrəns",,
dinner,dˈɪnɜːr,,
dish,dˈɪʃ,,
dish,dˈɪʃ,,
doctor,"dˈɑːktɜːr, dɔktɜːr",,
doctor,"dˈɑːktɜːr, dɔktɜːr",,
dog,dˈɔg,,
dollar,"dˈɑːlɜːr, dɔlɜːr",,
door,dˈɔr,,
drama,drˈɑːmə,,
drama,drˈɑːmə,,
dream,drˈiːm,,
dream,drˈiːm,,
dress,drˈɛs,,
dress,drˈɛs,,
driver,drˈaɪvɜːr,,
driver,drˈaɪvɜːr,,
e-mail,ˈiːmeɪl,,
ear,"ˈiːr, ɪr",,
ear,"ˈiːr, ɪr",,
egg,ˈɛg,,
end,ˈɛnd,,
end,ˈɛnd,,
engineer,ˈɛndʒənɪr,,
evening,ˈiːvnɪŋ,,
event,"ˈɪvɛnt, iːvɛnt",,
event,"ˈɪvɛnt, iːvɛnt",,
example,ˈɪgzæmpəl,,
eye,ˈaɪ,,
eye,ˈaɪ,,
eye,ˈaɪ,,
face,fˈeɪs,,
face,fˈeɪs,,
face,fˈeɪs,,
face,fˈeɪs,,
factory,fˈæktɜːri,,
family,"fˈæməli, fæmli",,
fan,fˈæn,,
fan,fˈæn,,
farm,fˈɑːrm,,
farmer,fˈɑːrmɜːr,,
father,fˈɑːðɜːr,,
festival,"fˈɛstəvəl, fɛstɪvəl",,
fever,fˈiːvɜːr,,
field,fˈiːld,,
field,fˈiːld,,
field,fˈiːld,,
fight,fˈaɪt,,
finish,fˈɪnɪʃ,,
fire,"fˈaɪɜːr, faɪr",,
fire,"fˈaɪɜːr, faɪr",,
fire,"fˈaɪɜːr, faɪr",,
fish,fˈɪʃ,,
flag,flˈæg,,
floor,flˈɔr,,
floor,flˈɔr,,
floor,flˈɔr,,
flower,flˈaʊɜːr,,
food,fˈuːd,,
football,fˈʊtbɔl,,
foreigner,"fˈɔrənɜːr, fɑːrənɜːr, fɔrnɜːr, fɑːrnɜːr",,
form,fˈɔrm,,
form,fˈɔrm,,
form,fˈɔrm,,
friend,frˈɛnd,,
fruit,frˈuːt,,
fruit,frˈuːt,,
future,fjˈuːtʃɜːr,,
game,gˈeɪm,,
game,gˈeɪm,,
garbage,gˈɑːrbɪdʒ,,
garden,gˈɑːrdən,,
ghost,gˈoʊst,,
gift,gˈɪft,,
gift,gˈɪft,,
girl,gˈɜːrːl,,
glass,glˈæs,,
glass,glˈæs,,
glass,glˈæs,,
goal,gˈoʊl,,
goal,gˈoʊl,,
grade,grˈeɪd,,
grade,grˈeɪd,,
grade,grˈeɪd,,
grammar,grˈæmɜːr,,
grandmother,grˈændməðɜːr,,
grass,grˈæs,,
group,grˈuːp,,
guest,gˈɛst,,
guitar,gˈɪtɑːr,,
guy,gˈaɪ,,
habit,hˈæbət,,
hair,hˈɛr,,
half,hˈæf,,
hall,hˈɔl,,
hall,hˈɔl,,
hat,hˈæt,,
headache,hˈɛdeɪk,,
health,hˈɛlθ,,
heart,hˈɑːrt,,
heart,hˈɑːrt,,
heart,hˈɑːrt,,
hill,hˈɪl,,
history,"hˈɪstɜːri, hɪstri",,
hobby,hˈɑːbi,,
hole,hˈoʊl,,
holiday,"hˈɑːlədeɪ, hɑːlɪdeɪ",,
holiday,"hˈɑːlədeɪ, hɑːlɪdeɪ",,
home,hˈoʊm,,
homework,hˈoʊmwɜːrːk,,
hope,hˈoʊp,,
horse,hˈɔrs,,
hospital,hˈɑːspɪtəl,,
hotel,hˈoʊtɛl,,
hour,"ˈaʊɜːr, aʊr",,
house,hˈaʊs,,
husband,hˈʌzbənd,,
ice,ˈaɪs,,
idea,ˈaɪdiːə,,
information,ˈɪnfɔrmeɪʃən,,
internet,ˈɪntɜːrnɛt,,
interviewer,ˈɪntɜːrvjuːɜːr,,
island,ˈaɪlənd,,
item,ˈaɪtəm,,
jacket,"dʒˈækət, dʒækɪt",,
jet,dʒˈɛt,,
jet,dʒˈɛt,,
jewelry,"dʒˈuːəlri, dʒuːlri, dʒuːlɜːri",,
job,"dʒˈɑːb, dʒoʊb",,
juice,dʒˈuːs,,
key,kˈiː,,
key,kˈiː,,
key,kˈiː,,
key,kˈiː,,
kid,kˈɪd,,
kind,kˈaɪnd,,
king,kˈɪŋ,,
kitchen,kˈɪtʃən,,
knee,nˈiː,,
knife,nˈaɪf,,
lady,lˈeɪdi,,
language,"lˈæŋgwədʒ, læŋgwɪdʒ",,
leader,lˈiːdɜːr,,
leaf,lˈiːf,,
leg,lˈɛg,,
lesson,lˈɛsən,,
lesson,lˈɛsən,,
letter,lˈɛtɜːr,,
letter,lˈɛtɜːr,,
library,lˈaɪbrɛriː,,
life,lˈaɪf,,
life,lˈaɪf,,
list,lˈɪst,,
luck,lˈʌk,,
lunch,lˈʌntʃ,,
machine,mˈəʃiːn,,
machine,mˈəʃiːn,,
magazine,mˈægəziːn,,
magazine,mˈægəziːn,,
mail,mˈeɪl,,
mail,mˈeɪl,,
man,mˈæn,,
man,mˈæn,,
map,mˈæp,,
march,mˈɑːrtʃ,,
march,mˈɑːrtʃ,,
match,mˈætʃ,,
match,mˈætʃ,,
match,mˈætʃ,,
matter,mˈætɜːr,,
matter,mˈætɜːr,,
matter,mˈætɜːr,,
meal,mˈiːl,,
meat,mˈiːt,,
meat,mˈiːt,,
medicine,mˈɛdəsən,,
medicine,mˈɛdəsən,,
memory,mˈɛmɜːri,,
memory,mˈɛmɜːri,,
memory,mˈɛmɜːri,,
message,"mˈɛsədʒ, mɛsɪdʒ",,
message,"mˈɛsədʒ, mɛsɪdʒ",,
milk,mˈɪlk,,
mind,mˈaɪnd,,
mind,mˈaɪnd,,
minute,"mˈɪnət, maɪnuːt, maɪnjuːt",,
minute,"mˈɪnət, maɪnuːt, maɪnjuːt",,
minute,"mˈɪnət, maɪnuːt, maɪnjuːt",,
mom,mˈɑːm,,
moment,mˈoʊmənt,,
money,mˈʌni,,
monkey,mˈʌŋki,,
month,mˈʌnθ,,
moon,mˈuːn,,
morning,mˈɔrnɪŋ,,
message,"mˈɛsədʒ, mɛsɪdʒ",,
message,"mˈɛsədʒ, mɛsɪdʒ",,
milk,mˈɪlk,,
mind,mˈaɪnd,,
mind,mˈaɪnd,,
minute,"mˈɪnət, maɪnuːt, maɪnjuːt",,
minute,"mˈɪnət, maɪnuːt, maɪnjuːt",,
minute,"mˈɪnət, maɪnuːt, maɪnjuːt",,
mom,mˈɑːm,,
moment,mˈoʊmənt,,
money,mˈʌni,,
monkey,mˈʌŋki,,
month,mˈʌnθ,,
moon,mˈuːn,,
morning,mˈɔrnɪŋ,,
mother,mˈʌðɜːr,,
mountain,mˈaʊntən,,
mountain,mˈaʊntən,,
mouse,mˈaʊs,,
mouse,mˈaʊs,,
mouth,mˈaʊθ,,
mouth,mˈaʊθ,,
movie,mˈuːvi,,
music,mjˈuːzɪk,,
musician,mjˈuːzɪʃən,,
name,nˈeɪm,,
name,nˈeɪm,,
neck,nˈɛk,,
neck,nˈɛk,,
neighbor,nˈeɪbɜːr,,
news,"nˈuːz, njuːz",,
newspaper,nˈuːzpeɪpɜːr,,
night,nˈaɪt,,
noise,nˈɔɪz,,
nose,nˈoʊz,,
nose,nˈoʊz,,
number,nˈʌmbɜːr,,
number,nˈʌmbɜːr,,
number,nˈʌmbɜːr,,
nurse,nˈɜːrːs,,
office,ˈɔfəs,,
office,ˈɔfəs,,
officer,"ˈɔfəsɜːr, ɔfɪsɜːr",,
officer,"ˈɔfəsɜːr, ɔfɪsɜːr",,
officer,"ˈɔfəsɜːr, ɔfɪsɜːr",,
opera,ˈɑːprə,,
owner,ˈoʊnɜːr,,
page,pˈeɪdʒ,,
pair,pˈɛr,,
paper,pˈeɪpɜːr,,
paper,pˈeɪpɜːr,,
paper,pˈeɪpɜːr,,
paper,pˈeɪpɜːr,,
paragraph,"pˈærəgræf, pɛrəgræf",,
parent,pˈɛrənt,,
partner,pˈɑːrtnɜːr,,
partner,pˈɑːrtnɜːr,,
party,pˈɑːrti,,
party,pˈɑːrti,,
party,pˈɑːrti,,
peace,pˈiːs,,
pen,pˈɛn,,
pen,pˈɛn,,
people,pˈiːpəl,,
people,pˈiːpəl,,
period,pˈɪriːəd,,
period,pˈɪriːəd,,
period,pˈɪriːəd,,
period,pˈɪriːəd,,
person,pˈɜːrːsən,,
pet,pˈɛt,,
photo,fˈoʊtoʊ,,
piano,"pˈiːænoʊ, piːænə",,
picnic,pˈɪknɪk,,
picture,pˈɪktʃɜːr,,
picture,pˈɪktʃɜːr,,
picture,pˈɪktʃɜːr,,
piece,pˈiːs,,
piece,pˈiːs,,
pig,pˈɪg,,
pizza,pˈiːtsə,,
plane,plˈeɪn,,
plane,plˈeɪn,,
player,plˈeɪɜːr,,
player,plˈeɪɜːr,,
pleasure,plˈɛʒɜːr,,
pocket,pˈɑːkət,,
poem,pˈoʊəm,,
pollution,pˈəluːʃən,,
pool,pˈuːl,,
pool,pˈuːl,,
pool,pˈuːl,,
poster,pˈoʊstɜːr,,
potato,pˈəteɪtoʊ,,
present,"prˈɛzənt, priːzɛnt, pɜːrzɛnt",,
present,"prˈɛzənt, priːzɛnt, pɜːrzɛnt",,
problem,prˈɑːbləm,,
program,prˈoʊgræm,,
program,prˈoʊgræm,,
program,prˈoʊgræm,,
